wbhao,geoid_scatter,teacher,k12,AreaName,teacher_share,k12_share,state,city,city2
Hispanic,0200400,135,3824,"Aleutians East Borough, Aleutians West Census Area, Bethel Census Area, Bristol Bay Borough, Dillingham Census Area, Hoonah-Angoon Census Area, Kodiak Island Borough, Kusilvak Census Area, Lake and Peninsula Borough, Nome Census Area, North Slope Borough, Northwest Arctic Borough, Petersburg Borough, Prince of Wales-Hyder Census Area, Sitka City and Borough, Wrangell City and Borough, Yakutat City and Borough, Yukon-Koyukuk Census Area",0.020875212,0.041387521,Alaska,,
Hispanic,0400100,23356,1298576,Maricopa County,0.122303851,0.433997899,Arizona,Phoenix,Phoenix
Hispanic,0400200,10741,343648,Pima County,0.22691454,0.52895534,Arizona,,
Hispanic,0400300,631,17075,"Apache County, Navajo County",0.084777646,0.108861968,Arizona,,
Hispanic,0400400,174,16684,Coconino County,0.018703643,0.196638614,Arizona,,
Hispanic,0400500,637,31958,Yavapai County,0.07852564,0.280808747,Arizona,,
Hispanic,0400600,684,36969,"La Paz County, Mohave County",0.111618802,0.296675265,Arizona,,
Hispanic,0400700,3627,121320,Yuma County,0.412909836,0.789437711,Arizona,,
Hispanic,0400800,2284,141960,"Gila County, Graham County, Greenlee County, Pinal County",0.150639758,0.391565174,Arizona,,
Hispanic,0400900,4130,79518,"Cochise County, Santa Cruz County",0.41082263,0.624238551,Arizona,,
Hispanic,0500100,142,43837,Benton County,0.010802587,0.232427567,Arkansas,,
Hispanic,0500200,250,39196,Washington County,0.021351097,0.261942327,Arkansas,,
Hispanic,0500300,142,11233,"Baxter County, Boone County, Carroll County, Madison County, Marion County, Newton County, Searcy County",0.02267646,0.123000272,Arkansas,,
Hispanic,0500400,0,4623,"Cleburne County, Fulton County, Independence County, Izard County, Sharp County, Stone County, Van Buren County",0,0.053742066,Arkansas,,
Hispanic,0500590,144,7853,"Clay County, Craighead County, Crittenden County, Greene County, Lawrence County, Mississippi County, Randolph County",0.008529795,0.037965443,Arkansas,,
Hispanic,0500700,67,2683,"Cross County, Lee County, Monroe County, Phillips County, Poinsett County, St. Francis County",0.009530583,0.033684447,Arkansas,,
Hispanic,0500800,562,5730,"Jackson County, Prairie County, White County, Woodruff County",0.100375064,0.077534065,Arkansas,,
Hispanic,0500900,807,22112,Pulaski County,0.025100308,0.087755084,Arkansas,,
Hispanic,0501100,0,8181,"Faulkner County, Lonoke County",0,0.061288703,Arkansas,,
Hispanic,0501200,0,3964,Saline County,0,0.051969163,Arkansas,,
Hispanic,0501300,0,14192,"Conway County, Johnson County, Perry County, Pope County, Yell County",0,0.153256372,Arkansas,,
Hispanic,0501400,300,23805,"Crawford County, Sebastian County",0.024271844,0.17346032,Arkansas,,
Hispanic,0501500,392,12817,"Franklin County, Howard County, Logan County, Polk County, Scott County, Sevier County",0.072085328,0.173632085,Arkansas,,
Hispanic,0501600,191,7793,"Clark County, Garland County, Hot Spring County, Montgomery County",0.025003273,0.07959269,Arkansas,,
Hispanic,0501790,0,6655,"Arkansas County, Ashley County, Bradley County, Chicot County, Cleveland County, Desha County, Drew County, Grant County, Jefferson County, Lincoln County",0,0.048234776,Arkansas,,
Hispanic,0501900,0,2734,"Calhoun County, Columbia County, Dallas County, Ouachita County, Union County",0,0.039130934,Arkansas,,
Hispanic,0502000,0,8334,"Hempstead County, Lafayette County, Little River County, Miller County, Nevada County, Pike County",0,0.109627604,Arkansas,,
Hispanic,0600100,8702,321069,Alameda County,0.112828359,0.32239759,California,,
Hispanic,0600300,761,23162,"Alpine County, Amador County, Calaveras County, Inyo County, Mariposa County, Mono County, Tuolumne County",0.094113283,0.227788597,California,,
Hispanic,0600700,251,32906,Butte County,0.033174731,0.246459201,California,,
Hispanic,0601100,220,46479,"Colusa County, Glenn County, Tehama County, Trinity County",0.046828438,0.475873083,California,,
Hispanic,0601300,4573,272483,Contra Costa County,0.09777008,0.340824425,California,,
Hispanic,0601500,130,17293,"Del Norte County, Lassen County, Modoc County, Plumas County, Siskiyou County",0.026353132,0.223822832,California,,
Hispanic,0601700,213,24399,El Dorado County,0.026870191,0.194836617,California,,
Hispanic,0601900,9282,510245,Fresno County,0.241034567,0.634386897,California,,
Hispanic,0602300,161,12950,Humboldt County,0.026977211,0.171910256,California,,
Hispanic,0602500,6575,131383,Imperial County,0.77599436,0.881280124,California,,
Hispanic,0602900,8356,475591,Kern County,0.243906707,0.631765246,California,,
Hispanic,0603100,1124,84998,Kings County,0.154756993,0.644735038,California,,
Hispanic,0603300,293,35150,"Lake County, Mendocino County",0.043764003,0.372580618,California,,
Hispanic,0603700,130058,4298117,Los Angeles County,0.284050673,0.627398312,California,Los Angeles,Los Angeles
Hispanic,0603900,2600,91002,Madera County,0.360160679,0.718962848,California,,
Hispanic,0604100,1280,35876,Marin County,0.068408959,0.22155115,California,,
Hispanic,0604700,3710,164750,Merced County,0.283509105,0.689079702,California,,
Hispanic,0605300,4645,270532,"Monterey County, San Benito County",0.188545212,0.726816475,California,,
Hispanic,0605500,676,46611,Napa County,0.103712797,0.496247083,California,,
Hispanic,0605700,214,8667,"Nevada County, Sierra County",0.053863578,0.152159408,California,,
Hispanic,0605900,28182,1008984,Orange County,0.182405412,0.468964636,California,,
Hispanic,0606100,1069,50435,Placer County,0.060922094,0.194184661,California,,
Hispanic,0606500,18125,1128816,Riverside County,0.205741465,0.605327845,California,,
Hispanic,0606700,5792,332811,Sacramento County,0.084770076,0.312488317,California,,
Hispanic,0607100,25611,1085868,San Bernardino County,0.26835224,0.629585385,California,,
Hispanic,0607300,28830,972151,San Diego County,0.176515967,0.463098198,California,San Diego,San Diego
Hispanic,0607500,7033,73170,San Francisco County,0.143212035,0.242276743,California,,
Hispanic,0607700,4943,309531,San Joaquin County,0.140677914,0.519934416,California,,
Hispanic,0607900,588,52831,San Luis Obispo County,0.05547693,0.35516876,California,,
Hispanic,0608100,3933,164110,San Mateo County,0.102971591,0.353946984,California,,
Hispanic,0608300,3500,180722,Santa Barbara County,0.148380533,0.634252489,California,,
Hispanic,0608500,13344,457322,Santa Clara County,0.137034416,0.364406109,California,,
Hispanic,0608700,1314,78324,Santa Cruz County,0.088646024,0.489616811,California,,
Hispanic,0608900,544,17524,Shasta County,0.089063525,0.150983065,California,,
Hispanic,0609500,2699,110041,Solano County,0.168571606,0.369433701,California,,
Hispanic,0609700,2832,128991,Sonoma County,0.102315836,0.414113581,California,,
Hispanic,0609900,4586,246350,Stanislaus County,0.17947714,0.570550442,California,,
Hispanic,0610100,471,54413,"Sutter County, Yuba County",0.058596667,0.405846059,California,,
Hispanic,0610700,7884,314063,Tulare County,0.342812419,0.743965983,California,,
Hispanic,0611100,7698,331779,Ventura County,0.209771916,0.543605924,California,,
Hispanic,0611300,1904,60118,Yolo County,0.2006111,0.458174556,California,,
Hispanic,0800100,619,38376,Larimer County,0.035900708,0.194097564,Colorado,,
Hispanic,0800190,15980,785791,"Adams County, Arapahoe County, Bent County, Boulder County, Broomfield County, Cheyenne County, Clear Creek County, Crowley County, Denver County, Douglas County, Elbert County, Gilpin County, Jefferson County, Kiowa County, Kit Carson County, Lincoln County, Logan County, Morgan County, Phillips County, Sedgwick County, Washington County, Weld County, Yuma County",0.076998316,0.332926303,Colorado,,
Hispanic,0800200,155,24719,"Garfield County, Moffat County, Rio Blanco County, Routt County",0.027322404,0.325545549,Colorado,,
Hispanic,0800400,180,26261,"Eagle County, Grand County, Jackson County, Pitkin County, Summit County",0.024596885,0.35261023,Colorado,,
Hispanic,0800690,3166,110782,"Alamosa County, Baca County, Chaffee County, Conejos County, Costilla County, Custer County, Fremont County, Huerfano County, Lake County, Las Animas County, Mineral County, Otero County, Park County, Prowers County, Pueblo County, Rio Grande County, Saguache County",0.196438536,0.482040226,Colorado,,
Hispanic,0800900,162,12822,"Archuleta County, Dolores County, Gunnison County, Hinsdale County, La Plata County, Montezuma County, San Juan County",0.023635833,0.196247086,Colorado,,
Hispanic,0801000,433,39009,"Delta County, Mesa County, Montrose County, Ouray County, San Miguel County",0.035954498,0.254815876,Colorado,,
Hispanic,0804100,2042,108848,"El Paso County, Teller County",0.047677975,0.22043021,Colorado,,
Hispanic,0900100,3228,153595,"Bethel town, Bridgeport town, Brookfield town, Danbury town, Darien town, Easton town, Fairfield town, Greenwich town, Monroe town, New Canaan town, New Fairfield town, Newtown town, Norwalk town, Redding town, Ridgefield town, Shelton town, Sherman town, Stamford town, Stratford town, Trumbull town, Weston town, Westport town, Wilton town",0.044789165,0.222677618,Connecticut,,
Hispanic,0900300,4127,148129,"Avon town, Berlin town, Bloomfield town, Bristol town, Burlington town, Canton town, East Granby town, East Hartford town, East Windsor town, Enfield town, Farmington town, Glastonbury town, Granby town, Hartford town, Hartland town, Manchester town, Marlborough town, New Britain town, Newington town, Plainville town, Rocky Hill town, Simsbury town, South Windsor town, Southington town, Suffield town, West Hartford town, Wethersfield town, Windsor Locks town, Windsor town",0.05780274,0.247279376,Connecticut,,
Hispanic,0900500,204,10102,"Barkhamsted town, Bethlehem town, Bridgewater town, Canaan town, Colebrook town, Cornwall town, Goshen town, Harwinton town, Kent town, Litchfield town, Morris town, New Hartford town, New Milford town, Norfolk town, North Canaan town, Plymouth town, Roxbury town, Salisbury town, Sharon town, Thomaston town, Torrington town, Warren town, Washington town, Watertown town, Winchester town, Woodbury town",0.012857683,0.088356718,Connecticut,,
Hispanic,0900700,312,10435,"Chester town, Clinton town, Cromwell town, Deep River town, Durham town, East Haddam town, East Hampton town, Essex town, Haddam town, Killingworth town, Middlefield town, Middletown town, Old Saybrook town, Portland town, Westbrook town",0.029096335,0.100792043,Connecticut,,
Hispanic,0900900,3405,145674,"Ansonia town, Beacon Falls town, Bethany town, Branford town, Cheshire town, Derby town, East Haven town, Guilford town, Hamden town, Madison town, Meriden town, Middlebury town, Milford town, Naugatuck town, New Haven town, North Branford town, North Haven town, Orange town, Oxford town, Prospect town, Seymour town, Southbury town, Wallingford town, Waterbury town, West Haven town, Wolcott town, Woodbridge town",0.056765139,0.258286774,Connecticut,,
Hispanic,0901100,677,27420,"Bozrah town, Colchester town, East Lyme town, Franklin town, Griswold town, Groton town, Lebanon town, Ledyard town, Lisbon town, Lyme town, Montville town, New London town, North Stonington town, Norwich town, Old Lyme town, Preston town, Salem town, Sprague town, Stonington town, Voluntown town, Waterford town",0.030488629,0.16070801,Connecticut,,
Hispanic,0901300,89,6565,"Andover town, Bolton town, Columbia town, Coventry town, Ellington town, Hebron town, Mansfield town, Somers town, Stafford town, Tolland town, Union town, Vernon town, Willington town",0.009534012,0.071270384,Connecticut,,
Hispanic,0901500,760,12517,"Ashford town, Brooklyn town, Canterbury town, Chaplin town, Eastford town, Hampton town, Killingly town, Plainfield town, Pomfret town, Putnam town, Scotland town, Sterling town, Thompson town, Windham town, Woodstock town",0.094527364,0.167323917,Connecticut,,
Hispanic,1000100,1433,53377,New Castle County,0.044143923,0.146722749,Delaware,,
Hispanic,1000200,468,11149,Kent County,0.062184427,0.095477477,Delaware,,
Hispanic,1000300,0,18948,Sussex County,0,0.164812505,Delaware,,
Hispanic,1100100,4964,42634,District of Columbia,0.079476133,0.143144444,District of Columbia,District of Columbia,District of Columbia
Hispanic,1200100,850,12194,Alachua County,0.070492618,0.096473046,Florida,,
Hispanic,1200500,476,15028,"Bay County, Holmes County, Walton County, Washington County",0.038545631,0.086257763,Florida,,
Hispanic,1200900,978,44643,Brevard County,0.036866706,0.140893206,Florida,,
Hispanic,1201100,14702,357006,Broward County,0.18190591,0.29670167,Florida,Fort Lauderdale,Fort Lauderdale
Hispanic,1201500,100,9955,Charlotte County,0.019642506,0.144560292,Florida,,
Hispanic,1201701,40,7238,Citrus County,0.011813349,0.108530387,Florida,,
Hispanic,1201900,252,16249,Clay County,0.029173419,0.106201917,Florida,,
Hispanic,1202100,1602,79717,Collier County,0.124669261,0.424161971,Florida,,
Hispanic,1202300,134,8579,"Bradford County, Columbia County, Dixie County, Gilchrist County, Levy County, Union County",0.021938441,0.073437765,Florida,,
Hispanic,1202790,906,67988,"DeSoto County, Glades County, Hardee County, Hendry County, Highlands County, Okeechobee County",0.101694912,0.41881296,Florida,,
Hispanic,1203100,3823,63168,Duval County,0.073540442,0.107131407,Florida,,
Hispanic,1203300,277,10334,Escambia County,0.016298911,0.056699842,Florida,,
Hispanic,1203590,1233,63458,"Flagler County, Volusia County",0.047377523,0.190554261,Florida,,
Hispanic,1205301,919,17256,Hernando County,0.127834186,0.171908468,Florida,,
Hispanic,1205700,10534,292389,Hillsborough County,0.128428951,0.327325791,Florida,,
Hispanic,1206100,580,18131,Indian River County,0.122388691,0.225734562,Florida,,
Hispanic,1206300,350,9890,"Calhoun County, Franklin County, Gadsden County, Gulf County, Jackson County, Jefferson County, Liberty County, Wakulla County",0.047788095,0.079137094,Florida,,
Hispanic,1206900,916,44573,"Lake County, Sumter County",0.062470164,0.205125734,Florida,,
Hispanic,1207100,1396,120592,Lee County,0.061912365,0.319161564,Florida,,
Hispanic,1207300,1090,10603,Leon County,0.064765297,0.065083019,Florida,,
Hispanic,1208100,621,53942,Manatee County,0.043353811,0.268248051,Florida,,
Hispanic,1208300,509,35713,Marion County,0.04097569,0.182934389,Florida,,
Hispanic,1208500,384,19890,Martin County,0.059803769,0.241850168,Florida,,
Hispanic,1208690,70561,995336,"Miami-Dade County, Monroe County",0.530111313,0.608999133,Florida,Miami,Miami
Hispanic,1208900,0,2689,"Baker County, Nassau County",0,0.040792488,Florida,,
Hispanic,1209100,122,12842,Okaloosa County,0.010700815,0.105176084,Florida,,
Hispanic,1209500,12036,277731,Orange County,0.15546371,0.33788377,Florida,,
Hispanic,1209700,6786,134230,Osceola County,0.449523062,0.563676596,Florida,,
Hispanic,1209900,9066,224745,Palm Beach County,0.131490394,0.27443403,Florida,,
Hispanic,1210100,2241,60163,Pasco County,0.094052963,0.204326093,Florida,,
Hispanic,1210300,3559,67817,Pinellas County,0.08136531,0.144418091,Florida,,
Hispanic,1210500,3260,123231,Polk County,0.10783276,0.287342161,Florida,,
Hispanic,1210790,681,18720,"Putnam County, St. Johns County",0.047585774,0.096300259,Florida,,
Hispanic,1211100,1818,49676,St. Lucie County,0.156710625,0.263573706,Florida,,
Hispanic,1211300,303,8376,Santa Rosa County,0.036901716,0.073255204,Florida,,
Hispanic,1211500,710,29150,Sarasota County,0.043585021,0.158509195,Florida,,
Hispanic,1211700,3290,66924,Seminole County,0.125966772,0.22674419,Florida,,
Hispanic,1212100,134,7560,"Hamilton County, Lafayette County, Madison County, Suwannee County, Taylor County",0.023171365,0.119899131,Florida,,
Hispanic,1300100,208,8002,"Camden County, Glynn County, McIntosh County",0.028808864,0.078125454,Georgia,,
Hispanic,1300200,367,9067,"Bryan County, Liberty County, Long County",0.056846343,0.102308631,Georgia,,
Hispanic,1300300,0,4504,"Bulloch County, Effingham County, Screven County",0,0.04504225,Georgia,,
Hispanic,1300400,501,12883,Chatham County,0.027988827,0.072867237,Georgia,,
Hispanic,1300500,134,14065,"Atkinson County, Bacon County, Brantley County, Charlton County, Clinch County, Coffee County, Echols County, Lanier County, Pierce County, Ware County",0.014273541,0.110029802,Georgia,,
Hispanic,1300600,290,5000,Lowndes County,0.042403862,0.062570393,Georgia,,
Hispanic,1300700,0,12940,"Ben Hill County, Berrien County, Brooks County, Cook County, Irwin County, Tift County, Turner County",0,0.13619189,Georgia,,
Hispanic,1300800,506,12192,"Colquitt County, Thomas County, Worth County",0.077607363,0.135027081,Georgia,,
Hispanic,1300900,0,3517,"Dougherty County, Lee County",0,0.03795433,Georgia,,
Hispanic,1301090,5410,129288,"DeKalb County, Fulton County",0.038454156,0.112440579,Georgia,,
Hispanic,1301100,0,7413,"Baker County, Calhoun County, Decatur County, Early County, Grady County, Miller County, Mitchell County, Seminole County, Terrell County",0,0.084700637,Georgia,,
Hispanic,1301200,138,14020,"Appling County, Evans County, Jeff Davis County, Montgomery County, Tattnall County, Telfair County, Toombs County, Wayne County, Wheeler County",0.014978834,0.123984121,Georgia,,
Hispanic,1301300,0,6768,"Bleckley County, Candler County, Dodge County, Emanuel County, Johnson County, Laurens County, Treutlen County, Wilcox County",0,0.066827945,Georgia,,
Hispanic,1301400,198,4346,Bibb County,0.019969743,0.038855609,Georgia,,
Hispanic,1301500,0,10445,"Houston County, Pulaski County",0,0.087455623,Georgia,,
Hispanic,1301600,66,3667,"Baldwin County, Crawford County, Jones County, Monroe County, Peach County, Putnam County, Twiggs County, Wilkinson County",0.011853448,0.030808395,Georgia,,
Hispanic,1301700,1112,15552,"Chattahoochee County, Muscogee County",0.079434246,0.10610123,Georgia,,
Hispanic,1301800,215,6154,"Clay County, Crisp County, Dooly County, Harris County, Macon County, Marion County, Quitman County, Randolph County, Schley County, Stewart County, Sumter County, Talbot County, Taylor County, Webster County",0.029375598,0.052427117,Georgia,,
Hispanic,1301900,0,2867,"Butts County, Lamar County, Pike County, Spalding County, Upson County",0,0.027900504,Georgia,,
Hispanic,1302100,113,8559,Coweta County,0.011327186,0.084685557,Georgia,,
Hispanic,1302200,0,3493,"Heard County, Meriwether County, Troup County",0,0.045885056,Georgia,,
Hispanic,1302300,106,6396,Carroll County,0.018447615,0.07943368,Georgia,,
Hispanic,1302400,82,8222,Fayette County,0.009820359,0.092709109,Georgia,,
Hispanic,1302500,226,16633,"Floyd County, Haralson County, Polk County",0.019304689,0.135244131,Georgia,,
Hispanic,1302600,0,5348,"Catoosa County, Chattooga County, Dade County, Walker County",0,0.04458487,Georgia,,
Hispanic,1302700,183,38902,Whitfield County,0.032172997,0.468998283,Georgia,,
Hispanic,1302800,112,19707,"Fannin County, Gilmer County, Gordon County, Murray County, Pickens County",0.015304728,0.162887961,Georgia,,
Hispanic,1302900,465,11602,Bartow County,0.083587989,0.146382704,Georgia,,
Hispanic,1303000,1776,93911,Cobb County,0.037391834,0.176459432,Georgia,,
Hispanic,1303100,553,23495,Cherokee County,0.041361257,0.12929517,Georgia,,
Hispanic,1303200,330,7159,"Dawson County, Lumpkin County, Rabun County, Towns County, Union County, White County",0.060340099,0.092698336,Georgia,,
Hispanic,1303300,1104,21564,Forsyth County,0.075286418,0.117792942,Georgia,,
Hispanic,1303400,548,61561,Hall County,0.047856081,0.402569979,Georgia,,
Hispanic,1303500,0,10975,"Banks County, Franklin County, Habersham County, Hart County, Stephens County",0,0.113718785,Georgia,,
Hispanic,1303600,170,12620,Clarke County,0.029411765,0.205487266,Georgia,,
Hispanic,1303700,0,5229,"Elbert County, Greene County, Madison County, Oconee County, Oglethorpe County",0,0.067633286,Georgia,,
Hispanic,1303800,0,13582,"Barrow County, Jackson County",0,0.127877533,Georgia,,
Hispanic,1303900,207,4693,"Jasper County, Morgan County, Walton County",0.022441458,0.051570863,Georgia,,
Hispanic,1304000,2061,8004,Richmond County,0.049113527,0.058808833,Georgia,,
Hispanic,1304007,1364,184423,Gwinnett County,0.045742646,0.254074812,Georgia,,
Hispanic,1304100,27,8175,Columbia County,0.004563895,0.075224988,Georgia,,
Hispanic,1304200,80,1994,"Burke County, Glascock County, Hancock County, Jefferson County, Jenkins County, Lincoln County, McDuffie County, Taliaferro County, Warren County, Washington County, Wilkes County",0.016148567,0.022153832,Georgia,,
Hispanic,1304300,266,18311,"Newton County, Rockdale County",0.024547804,0.117633075,Georgia,,
Hispanic,1304400,98,15800,Douglas County,0.01119744,0.135314524,Georgia,,
Hispanic,1304500,94,8300,Paulding County,0.0110251,0.063808851,Georgia,,
Hispanic,1305000,429,38580,Clayton County,0.033099297,0.171040207,Georgia,,
Hispanic,1306000,0,16506,Henry County,0,0.088370875,Georgia,,
Hispanic,1500100,718,22234,"Kalawao County, Kauai County, Maui County",0.05072771,0.156124488,Hawaii,,
Hispanic,1500200,913,22545,Hawaii County,0.096440263,0.18656902,Hawaii,,
Hispanic,1500300,3298,81163,Honolulu County,0.058425453,0.137540162,Hawaii,,
Hispanic,1600190,135,9488,"Benewah County, Bonner County, Boundary County, Kootenai County, Latah County, Shoshone County",0.01274908,0.056719273,Idaho,,
Hispanic,1600300,151,4511,"Adams County, Boise County, Butte County, Clark County, Clearwater County, Custer County, Idaho County, Lemhi County, Lewis County, Nez Perce County, Valley County",0.033135835,0.072149448,Idaho,,
Hispanic,1600490,1478,104081,"Ada County, Canyon County, Gem County, Owyhee County, Payette County, Washington County",0.044698481,0.19143939,Idaho,,
Hispanic,1600900,318,21722,"Cassia County, Twin Falls County",0.069235794,0.25835225,Idaho,,
Hispanic,1601000,221,30506,"Blaine County, Camas County, Elmore County, Gooding County, Jerome County, Lincoln County, Minidoka County",0.041911624,0.342387021,Idaho,,
Hispanic,1601190,241,29314,"Bannock County, Bear Lake County, Bingham County, Caribou County, Franklin County, Fremont County, Jefferson County, Madison County, Oneida County, Power County, Teton County",0.019303164,0.138572961,Idaho,,
Hispanic,1601200,0,18086,Bonneville County,0,0.185011655,Idaho,,
Hispanic,1700104,18,10821,"Carroll County, Jo Daviess County, Lee County, Whiteside County",0.002790265,0.132347539,Illinois,,
Hispanic,1700105,324,20783,Rock Island County,0.038122132,0.215421453,Illinois,,
Hispanic,1700202,284,6190,"Fulton County, Hancock County, Henderson County, Henry County, McDonough County, Mercer County, Warren County",0.035192069,0.058298878,Illinois,,
Hispanic,1700300,0,1905,"Adams County, Brown County, Mason County, Pike County, Schuyler County",0,0.025403725,Illinois,,
Hispanic,1700401,262,5190,"Calhoun County, Cass County, Greene County, Jersey County, Macoupin County, Morgan County, Scott County",0.042852469,0.055814855,Illinois,,
Hispanic,1700501,0,1941,"Bond County, Clinton County, Effingham County, Fayette County, Montgomery County",0,0.02122657,Illinois,,
Hispanic,1700600,0,3214,"Coles County, Cumberland County, Douglas County, Edgar County",0,0.051378787,Illinois,,
Hispanic,1700700,33,1876,"Clark County, Clay County, Crawford County, Jasper County, Lawrence County, Richland County, Wayne County",0.006530774,0.027029363,Illinois,,
Hispanic,1700800,0,3342,"Alexander County, Edwards County, Gallatin County, Hamilton County, Hardin County, Johnson County, Massac County, Pope County, Pulaski County, Saline County, Union County, Wabash County, White County",0,0.03830548,Illinois,,
Hispanic,1700900,32,3059,"Franklin County, Jackson County, Perry County, Williamson County",0.002967084,0.028077615,Illinois,,
Hispanic,1701001,73,3530,"Jefferson County, Marion County, Monroe County, Randolph County, Washington County",0.006929283,0.03382976,Illinois,,
Hispanic,1701100,401,9296,St. Clair County,0.02918911,0.050617747,Illinois,,
Hispanic,1701200,83,6584,Madison County,0.006842539,0.0383683,Illinois,,
Hispanic,1701300,25,4612,Sangamon County,0.002031199,0.03370532,Illinois,,
Hispanic,1701500,112,1852,Macon County,0.017940093,0.027410641,Illinois,,
Hispanic,1701602,0,3392,"Christian County, De Witt County, Logan County, Menard County, Moultrie County, Piatt County, Shelby County",0,0.035459287,Illinois,,
Hispanic,1701701,257,8257,Peoria County,0.01811773,0.067350753,Illinois,,
Hispanic,1701900,0,3146,Tazewell County,0,0.033472359,Illinois,,
Hispanic,1702000,129,9743,McLean County,0.011138935,0.086486824,Illinois,,
Hispanic,1702100,562,12038,Champaign County,0.053939916,0.102196224,Illinois,,
Hispanic,1702200,161,6955,"Ford County, Iroquois County, Livingston County, Vermilion County",0.017142249,0.064335003,Illinois,,
Hispanic,1702300,79,12456,Kankakee County,0.011123627,0.155552223,Illinois,,
Hispanic,1702400,309,11470,LaSalle County,0.045175437,0.152128071,Illinois,,
Hispanic,1702501,165,8234,"Bureau County, Knox County, Marshall County, Putnam County, Stark County, Woodford County",0.021246459,0.082719684,Illinois,,
Hispanic,1702601,0,11092,DeKalb County,0,0.163828373,Illinois,,
Hispanic,1702700,0,7552,"Ogle County, Stephenson County",0,0.109466724,Illinois,,
Hispanic,1702890,1695,53319,"Boone County, Winnebago County",0.093224071,0.209497496,Illinois,,
Hispanic,1703000,3110,185294,Kane County,0.083633624,0.419411719,Illinois,,
Hispanic,1703100,2146,122807,Will County,0.051759485,0.215687752,Illinois,,
Hispanic,1703200,4359,133769,DuPage County,0.057763409,0.202134237,Illinois,,
Hispanic,1703300,2463,160028,Lake County,0.045799397,0.286607206,Illinois,,
Hispanic,1703400,37386,1231304,Cook County,0.113784321,0.356651306,Illinois,Chicago,Chicago
Hispanic,1703600,477,43415,McHenry County,0.028842665,0.1753079,Illinois,,
Hispanic,1703700,1461,30320,"Grundy County, Kendall County",0.093816221,0.205957279,Illinois,,
Hispanic,1800100,1586,87395,Lake County,0.060691871,0.241855592,Indiana,,
Hispanic,1800200,82,17830,Porter County,0.010891221,0.151637569,Indiana,,
Hispanic,1800300,0,7043,LaPorte County,0,0.095147386,Indiana,,
Hispanic,1800400,351,24456,St. Joseph County,0.028315585,0.132305443,Indiana,,
Hispanic,1800500,156,37794,Elkhart County,0.01388518,0.233034492,Indiana,,
Hispanic,1800600,126,11388,"DeKalb County, LaGrange County, Noble County, Steuben County",0.017020127,0.092635825,Indiana,,
Hispanic,1800700,0,3702,"Fulton County, Jasper County, Newton County, Pulaski County, Starke County",0,0.050146975,Indiana,,
