wbhao,geoid_scatter,teacher,k12,AreaName,teacher_share,k12_share,state,city,city2
White,1802300,50462,285818,Marion County,0.833944798,0.439744353,Indiana,,
White,1802400,5908,96541,Johnson County,0.919819415,0.87221396,Indiana,,
White,1802500,4428,77372,"Hancock County, Shelby County",1,0.915038526,Indiana,,
White,1802600,4721,68511,"Fayette County, Rush County, Union County, Wayne County",0.992640853,0.874433637,Indiana,,
White,1802700,7614,103301,"Daviess County, Greene County, Lawrence County, Martin County, Orange County, Owen County",0.980301261,0.930245757,Indiana,,
White,1802800,6607,53261,Monroe County,0.961157978,0.841964662,Indiana,,
White,1802900,5049,73287,"Bartholomew County, Jackson County",0.944444418,0.829526424,Indiana,,
White,1803000,5308,71750,"Decatur County, Jefferson County, Jennings County, Scott County",1,0.930814862,Indiana,,
White,1803100,4587,83992,"Dearborn County, Franklin County, Ohio County, Ripley County, Switzerland County",1,0.963785768,Indiana,,
White,1803200,4957,80152,"Gibson County, Posey County, Warrick County",0.971008837,0.925638914,Indiana,,
White,1803300,9040,84107,Vanderburgh County,0.923108339,0.771043777,Indiana,,
White,1803400,5101,85428,"Crawford County, Dubois County, Knox County, Perry County, Pike County, Spencer County",0.980207562,0.889912069,Indiana,,
White,1803500,6170,88729,"Floyd County, Harrison County, Washington County",0.995964468,0.88473314,Indiana,,
White,1803600,4472,57960,Clark County,0.965666175,0.746849477,Indiana,,
White,1900100,7111,72163,"Clay County, Dickinson County, Emmet County, Lyon County, O'Brien County, Osceola County, Palo Alto County, Sioux County",0.958872736,0.872661531,Iowa,,
White,1900200,8203,65341,"Cerro Gordo County, Floyd County, Hancock County, Kossuth County, Mitchell County, Winnebago County, Worth County",0.998904049,0.889877021,Iowa,,
White,1900400,8347,72500,"Allamakee County, Bremer County, Chickasaw County, Clayton County, Fayette County, Howard County, Winneshiek County",1,0.934037626,Iowa,,
White,1900500,5629,57512,Black Hawk County,0.96386987,0.70524472,Iowa,,
White,1900600,6910,76981,"Butler County, Franklin County, Grundy County, Hamilton County, Hardin County, Humboldt County, Webster County, Wright County",0.998266399,0.843867838,Iowa,,
White,1900700,11667,95823,"Buchanan County, Delaware County, Dubuque County, Jackson County",1,0.890788436,Iowa,,
White,1900800,7962,75595,"Cedar County, Clinton County, Jones County, Muscatine County",0.89864558,0.815268993,Iowa,,
White,1900900,8459,83202,Scott County,0.94093436,0.698120475,Iowa,,
White,1901000,12747,118408,Linn County,0.975585461,0.793826818,Iowa,,
White,1901100,9057,54947,Johnson County,0.911992729,0.715055346,Iowa,,
White,1901200,6847,63944,"Benton County, Iowa County, Marshall County, Poweshiek County, Tama County",0.948995173,0.797167599,Iowa,,
White,1901300,5790,55057,"Boone County, Story County",1,0.879828036,Iowa,,
White,1901490,47090,364315,"Dallas County, Jasper County, Madison County, Marion County, Polk County, Warren County",0.947122812,0.759980738,Iowa,,
White,1901800,5998,63151,"Adair County, Adams County, Appanoose County, Audubon County, Clarke County, Decatur County, Guthrie County, Lucas County, Monroe County, Ringgold County, Taylor County, Union County, Wayne County",0.975125968,0.920514822,Iowa,,
White,1901900,7171,65000,"Buena Vista County, Calhoun County, Carroll County, Cherokee County, Crawford County, Greene County, Ida County, Monona County, Pocahontas County, Sac County",0.978575349,0.805462301,Iowa,,
White,1902000,6070,68461,"Plymouth County, Woodbury County",0.94021064,0.70795846,Iowa,,
White,1902100,10795,110904,"Cass County, Fremont County, Harrison County, Mills County, Montgomery County, Page County, Pottawattamie County, Shelby County",0.962292731,0.875507236,Iowa,,
White,1902200,9889,69908,"Davis County, Jefferson County, Keokuk County, Mahaska County, Van Buren County, Wapello County, Washington County",1,0.869426787,Iowa,,
White,1902300,5392,52916,"Des Moines County, Henry County, Lee County, Louisa County",0.938555241,0.810079277,Iowa,,
White,2000100,8415,59934,"Cheyenne County, Decatur County, Ellis County, Gove County, Graham County, Greeley County, Lane County, Logan County, Ness County, Norton County, Osborne County, Phillips County, Rawlins County, Rooks County, Russell County, Scott County, Sheridan County, Sherman County, Smith County, Thomas County, Trego County, Wallace County, Wichita County",0.987676084,0.855002999,Kansas,,
White,2000200,8928,82923,"Clay County, Cloud County, Dickinson County, Ellsworth County, Jewell County, Lincoln County, Marshall County, Mitchell County, Nemaha County, Ottawa County, Republic County, Saline County, Washington County",0.94606334,0.81878233,Kansas,,
White,2000300,6148,54302,"Geary County, Pottawatomie County, Riley County",0.956589401,0.666773081,Kansas,,
White,2000400,6757,68377,"Atchison County, Doniphan County, Jefferson County, Leavenworth County",0.936910689,0.79280436,Kansas,,
White,2000500,8581,35337,Wyandotte County,0.764386237,0.279764086,Kansas,,
White,2000600,37516,317006,Johnson County,0.944582939,0.735319972,Kansas,,
White,2000700,7190,46320,Douglas County,0.95739013,0.760666072,Kansas,,
White,2000800,13840,110779,"Brown County, Jackson County, Osage County, Shawnee County, Wabaunsee County",0.917954504,0.673653781,Kansas,,
White,2000990,13081,120732,"Barber County, Barton County, Chase County, Chautauqua County, Coffey County, Comanche County, Cowley County, Edwards County, Elk County, Greenwood County, Harper County, Kingman County, Kiowa County, Lyon County, Marion County, Morris County, Pawnee County, Pratt County, Rush County, Stafford County, Sumner County, Wilson County, Woodson County",0.969681263,0.79308939,Kansas,,
White,2001000,4939,53668,"McPherson County, Reno County, Rice County",0.915138066,0.7838521,Kansas,,
White,2001200,9133,43082,"Clark County, Finney County, Ford County, Grant County, Gray County, Hamilton County, Haskell County, Hodgeman County, Kearny County, Meade County, Morton County, Seward County, Stanton County, Stevens County",0.947308362,0.353789419,Kansas,,
White,2001300,38177,285101,"Butler County, Harvey County, Sedgwick County",0.915449739,0.614804864,Kansas,,
White,2001400,6505,69397,"Allen County, Anderson County, Bourbon County, Franklin County, Linn County, Miami County",0.995561659,0.868635178,Kansas,,
White,2001500,8108,71518,"Cherokee County, Crawford County, Labette County, Montgomery County, Neosho County",0.926840425,0.789007425,Kansas,,
White,2100100,9832,104887,"Ballard County, Calloway County, Carlisle County, Fulton County, Graves County, Hickman County, Marshall County, McCracken County",0.977044642,0.820879042,Kentucky,,
White,2100200,5930,60199,"Caldwell County, Crittenden County, Hopkins County, Livingston County, Muhlenberg County",0.929467082,0.863365173,Kentucky,,
White,2100300,4979,51633,"Christian County, Lyon County, Todd County, Trigg County",0.789690733,0.672839105,Kentucky,,
White,2100400,6289,104667,"Allen County, Barren County, Butler County, Edmonson County, Hart County, Logan County, Metcalfe County, Monroe County, Simpson County",0.902166128,0.875625372,Kentucky,,
White,2100500,7191,56385,Warren County,0.959951937,0.726770043,Kentucky,,
White,2100600,4327,58433,"Adair County, Casey County, Clinton County, Cumberland County, Green County, Russell County, Taylor County",0.954766095,0.925275505,Kentucky,,
White,2100700,5530,59877,"McCreary County, Pulaski County, Wayne County",0.996396422,0.932010293,Kentucky,,
White,2100800,4038,74206,"Clay County, Jackson County, Laurel County, Rockcastle County",1,0.953057349,Kentucky,,
White,2100900,3949,78781,"Bell County, Harlan County, Knox County, Whitley County",1,0.946409285,Kentucky,,
White,2101000,4867,64266,"Breathitt County, Knott County, Lee County, Leslie County, Letcher County, Owsley County, Perry County, Wolfe County",1,0.955486178,Kentucky,,
White,2101100,6131,91355,"Floyd County, Johnson County, Magoffin County, Martin County, Pike County",1,0.973965049,Kentucky,,
White,2101290,13745,155610,"Breckinridge County, Grayson County, Hardin County, Larue County, Marion County, Meade County, Nelson County, Washington County",0.927901149,0.801427662,Kentucky,,
White,2101400,6021,65563,"Henderson County, McLean County, Ohio County, Union County, Webster County",0.979661584,0.868568182,Kentucky,,
White,2101500,4293,63855,"Daviess County, Hancock County",0.908571422,0.85556376,Kentucky,,
White,2101690,10356,157479,"Bullitt County, Henry County, Oldham County, Shelby County, Spencer County, Trimble County",0.955967903,0.876519501,Kentucky,,
White,2101700,33306,290186,Jefferson County,0.844579697,0.58640492,Kentucky,,
White,2101900,14983,109477,Fayette County,0.82673949,0.587414324,Kentucky,,
White,2102000,7835,65344,"Anderson County, Franklin County, Mercer County, Woodford County",0.995426238,0.825540423,Kentucky,,
White,2102100,6835,73134,"Boyle County, Garrard County, Jessamine County, Lincoln County",0.996355712,0.861088872,Kentucky,,
White,2102200,6166,62979,"Estill County, Madison County, Powell County",0.992594957,0.883184433,Kentucky,,
White,2102300,5628,82395,"Bourbon County, Clark County, Harrison County, Nicholas County, Scott County",0.961393893,0.828606784,Kentucky,,
White,2102400,6934,95431,Kenton County,0.94662118,0.829798698,Kentucky,,
White,2102500,4800,84594,Boone County,0.952948213,0.85307169,Kentucky,,
White,2102600,9372,97811,"Campbell County, Carroll County, Gallatin County, Grant County, Owen County, Pendleton County",0.991011977,0.890097201,Kentucky,,
White,2102700,6339,85370,"Bath County, Bracken County, Fleming County, Lewis County, Mason County, Menifee County, Montgomery County, Morgan County, Robertson County, Rowan County",0.982790709,0.917937219,Kentucky,,
White,2102800,5837,81125,"Boyd County, Carter County, Elliott County, Greenup County, Lawrence County",0.989322007,0.93352282,Kentucky,,
White,2200100,11445,64178,Caddo Parish,0.745117188,0.367523193,Louisiana,,
White,2200200,5797,69094,"Bossier Parish, Webster Parish",0.81924814,0.58289957,Louisiana,,
White,2200300,7363,58490,"Bienville Parish, Claiborne Parish, De Soto Parish, Lincoln Parish, Natchitoches Parish, Red River Parish, Sabine Parish",0.689354956,0.475003242,Louisiana,,
White,2200400,6561,52697,Ouachita Parish,0.727625608,0.48930341,Louisiana,,
White,2200500,4830,53916,"Caldwell Parish, East Carroll Parish, Franklin Parish, Jackson Parish, Madison Parish, Morehouse Parish, Richland Parish, Tensas Parish, Union Parish, West Carroll Parish",0.761829674,0.505006433,Louisiana,,
White,2200600,3962,54344,"Avoyelles Parish, Catahoula Parish, Concordia Parish, Grant Parish, LaSalle Parish, Winn Parish",0.910595238,0.641227126,Louisiana,,
White,2200700,8295,76173,"Rapides Parish, Vernon Parish",0.833752155,0.563822627,Louisiana,,
White,2200890,15401,143089,"Allen Parish, Beauregard Parish, Calcasieu Parish, Cameron Parish, Jefferson Davis Parish",0.865905762,0.651153386,Louisiana,,
White,2201000,3572,49184,"Evangeline Parish, St. Landry Parish",0.802516282,0.527578115,Louisiana,,
White,2201100,6997,67032,"Acadia Parish, Vermilion Parish",0.982586741,0.723715723,Louisiana,,
White,2201200,10738,90301,Lafayette Parish,0.784712076,0.578022599,Louisiana,,
White,2201300,8877,71455,"Iberia Parish, St. Martin Parish, St. Mary Parish",0.873634458,0.520255387,Louisiana,,
White,2201400,3961,37404,"East Feliciana Parish, Iberville Parish, Pointe Coupee Parish, West Baton Rouge Parish, West Feliciana Parish",0.860338807,0.48972857,Louisiana,,
White,2201500,19341,98634,East Baton Rouge Parish,0.609414876,0.338799417,Louisiana,,
White,2201600,6571,61145,Ascension Parish,0.863015473,0.634251356,Louisiana,,
White,2201700,5927,92981,"Livingston Parish, St. Helena Parish",0.916924477,0.835851908,Louisiana,,
White,2201800,6556,69196,"Tangipahoa Parish, Washington Parish",0.77111268,0.543955207,Louisiana,,
White,2201900,5616,42149,"St. Charles Parish, St. James Parish, St. John the Baptist Parish",0.787768245,0.452291012,Louisiana,,
White,2202000,4601,55415,"Assumption Parish, Lafourche Parish",0.816069543,0.685337245,Louisiana,,
White,2202100,4632,49321,Terrebonne Parish,0.84248817,0.594522595,Louisiana,,
White,2202200,9868,137377,St. Tammany Parish,0.907485723,0.74078846,Louisiana,,
White,2202390,16088,147430,"Jefferson Parish, Plaquemines Parish, St. Bernard Parish",0.767593861,0.455266923,Louisiana,,
White,2202400,12009,37553,Orleans Parish,0.477267295,0.169003114,Louisiana,,
White,2300100,4891,51929,"Addison town, Alexander town, Allagash town, Amity town, Ashland town, Baileyville town, Bancroft town, Baring plantation, Beals town, Beddington town, Blaine town, Bridgewater town, Calais city, Caribou city, Cary plantation, Castle Hill town, Caswell town, Central Aroostook UT, Chapman town, Charlotte town, Cherryfield town, Codyville plantation, Columbia Falls town, Columbia town, Connor UT, Cooper town, Crawford town, Crystal town, Cutler town, Cyr plantation, Danforth town, Deblois town, Dennysville town, Dyer Brook town, Eagle Lake town, East Central Washington UT, East Machias town, Easton town, Eastport city, Fort Fairfield town, Fort Kent town, Frenchville town, Garfield plantation, Glenwood plantation, Grand Isle town, Grand Lake Stream plantation, Hamlin town, Hammond town, Harrington town, Haynesville town, Hersey town, Hodgdon town, Houlton town, Island Falls town, Jonesboro town, Jonesport town, Limestone town, Linneus town, Littleton town, Lubec town, Ludlow town, Machias town, Machiasport town, Macwahoc plantation, Madawaska town, Mapleton town, Mars Hill town, Marshfield town, Masardis town, Meddybemps town, Merrill town, Milbridge town, Monticello town, Moro plantation, Nashville plantation, New Canada town, New Limerick town, New Sweden town, North Washington UT, Northfield town, Northwest Aroostook UT, Oakfield town, Orient town, Oxbow plantation, Passamaquoddy Indian Township Reservation, Passamaquoddy Pleasant Point Reservation, Pembroke town, Penobscot Indian Island Reservation, Perham town, Perry town, Portage Lake town, Presque Isle city, Princeton town, Reed plantation, Robbinston town, Roque Bluffs town, Sherman town, Smyrna town, South Aroostook UT, Square Lake UT, St. Agatha town, St. Francis town, St. John plantation, Steuben town, Stockholm town, Talmadge town, Topsfield town, Van Buren town, Vanceboro town, Wade town, Waite town, Wallagrass town, Washburn town, Wesley town, Westfield town, Westmanland town, Weston town, Whiting town, Whitneyville town, Winterville plantation, Woodland town",0.967556894,0.875744164,Maine,,
White,2300200,9438,85499,"Abbot town, Andover town, Anson town, Athens town, Atkinson town, Avon town, Beaver Cove town, Bethel town, Bingham town, Blanchard UT, Bowerbank town, Brighton plantation, Brownfield town, Brownville town, Buckfield town, Byron town, Cambridge town, Canaan town, Canton town, Caratunk town, Carrabassett Valley town, Carthage town, Central Somerset UT, Chesterville town, Coplin plantation, Cornville town, Dallas plantation, Denmark town, Dennistown plantation, Detroit town, Dixfield town, Dover-Foxcroft town, East Central Franklin UT, Embden town, Eustis town, Fairfield town, Farmington town, Fryeburg town, Gilead town, Greenville town, Greenwood town, Guilford town, Hanover town, Harmony town, Hartford town, Hartland town, Hebron town, Highland plantation, Hiram town, Industry town, Jackman town, Jay town, Kingfield town, Kingsbury plantation, Lake View plantation, Lincoln plantation, Lovell town, Madison town, Magalloway plantation, Medford town, Mercer town, Mexico town, Milo town, Milton UT, Monson town, Moose River town, Moscow town, New Portland town, New Sharon town, New Vineyard town, Newry town, Norridgewock town, North Franklin UT, North Oxford UT, Northeast Piscataquis UT, Northeast Somerset UT, Northwest Piscataquis UT, Northwest Somerset UT, Norway town, Otisfield town, Oxford town, Palmyra town, Paris town, Parkman town, Peru town, Phillips town, Pittsfield town, Pleasant Ridge plantation, Porter town, Rangeley plantation, Rangeley town, Ripley town, Roxbury town, Rumford town, Sandy River plantation, Sangerville town, Sebec town, Seboomook Lake UT, Shirley town, Skowhegan town, Smithfield town, Solon town, South Franklin UT, South Oxford UT, Southeast Piscataquis UT, St. Albans town, Starks town, Stoneham town, Stow town, Strong town, Sumner town, Sweden town, Temple town, The Forks plantation, Upton town, Waterford town, Weld town, Wellington town, West Central Franklin UT, West Forks plantation, West Paris town, Willimantic town, Wilton town, Woodstock town, Wyman UT",0.983329833,0.910862267,Maine,,
White,2300300,10491,76735,"Alton town, Argyle UT, Bangor city, Bradford town, Bradley town, Brewer city, Burlington town, Carmel town, Carroll plantation, Charleston town, Chester town, Clifton town, Corinna town, Corinth town, Dexter town, Dixmont town, Drew plantation, East Central Penobscot UT, East Millinocket town, Eddington town, Edinburg town, Enfield town, Etna town, Exeter town, Garland town, Glenburn town, Greenbush town, Hampden town, Hermon town, Holden town, Howland town, Hudson town, Kenduskeag town, Kingman UT, Lagrange town, Lakeville town, Lee town, Levant town, Lincoln town, Lowell town, Mattawamkeag town, Maxfield town, Medway town, Milford town, Millinocket town, Mount Chase town, Newburgh town, Newport town, North Penobscot UT, Old Town city, Orono town, Orrington town, Passadumkeag town, Patten town, Penobscot Indian Island Reservation, Plymouth town, Prentiss UT, Seboeis plantation, Springfield town, Stacyville town, Stetson town, Twombly Ridge UT, Veazie town, Webster plantation, Whitney UT, Winn town, Woodville town",0.954768836,0.905887365,Maine,,
White,2300400,6612,68817,"Albion town, Augusta city, Belgrade town, Benton town, Chelsea town, China town, Clinton town, Farmingdale town, Fayette town, Gardiner city, Hallowell city, Litchfield town, Manchester town, Monmouth town, Mount Vernon town, Oakland town, Pittston town, Randolph town, Readfield town, Rome town, Sidney town, Unity UT, Vassalboro town, Vienna town, Waterville city, Wayne town, West Gardiner town, Windsor town, Winslow town, Winthrop town",0.962585509,0.935967386,Maine,,
White,2300500,11908,87577,"Alna town, Amherst town, Appleton town, Aurora town, Bar Harbor town, Belfast city, Belmont town, Blue Hill town, Boothbay Harbor town, Boothbay town, Bremen town, Bristol town, Brooklin town, Brooks town, Brooksville town, Bucksport town, Burnham town, Camden town, Castine town, Central Hancock UT, Cranberry Isles town, Criehaven UT, Cushing town, Damariscotta town, Dedham town, Deer Isle town, Dresden town, East Hancock UT, Eastbrook town, Edgecomb town, Ellsworth city, Frankfort town, Franklin town, Freedom town, Frenchboro town, Friendship town, Gouldsboro town, Great Pond town, Hancock town, Hibberts gore, Hope town, Isle au Haut town, Islesboro town, Jackson town, Jefferson town, Knox town, Lamoine town, Liberty town, Lincolnville town, Louds Island UT, Mariaville town, Marshall Island UT, Matinicus Isle plantation, Monhegan plantation, Monroe town, Montville town, Morrill town, Mount Desert town, Muscle Ridge Islands UT, Newcastle town, Nobleboro town, North Haven town, Northport town, Northwest Hancock UT, Orland town, Osborn town, Otis town, Owls Head town, Palermo town, Penobscot town, Prospect town, Rockland city, Rockport town, Searsmont town, Searsport town, Sedgwick town, Somerville town, Sorrento town, South Bristol town, South Thomaston town, Southport town, Southwest Harbor town, St. George town, Stockton Springs town, Stonington town, Sullivan town, Surry town, Swans Island town, Swanville town, Thomaston town, Thorndike town, Tremont town, Trenton town, Troy town, Union town, Unity town, Verona Island town, Vinalhaven town, Waldo town, Waldoboro town, Waltham town, Warren town, Washington town, Westport Island town, Whitefield town, Winter Harbor town, Winterport town, Wiscasset town",0.929296076,0.921979606,Maine,,
White,2300600,7453,59288,"Auburn city, Durham town, Greene town, Leeds town, Lewiston city, Lisbon town, Livermore Falls town, Livermore town, Mechanic Falls town, Minot town, Poland town, Sabattus town, Turner town, Wales town",0.957108021,0.839440465,Maine,,
White,2300790,41750,274820,"Acton town, Alfred town, Arrowsic town, Arundel town, Baldwin town, Bath city, Berwick town, Biddeford city, Bowdoin town, Bowdoinham town, Bridgton town, Brunswick town, Buxton town, Cape Elizabeth town, Casco town, Chebeague Island town, Cornish town, Cumberland town, Dayton town, Eliot town, Falmouth town, Freeport town, Frye Island town, Georgetown town, Gorham town, Gray town, Harpswell town, Harrison town, Hollis town, Kennebunk town, Kennebunkport town, Kittery town, Lebanon town, Limerick town, Limington town, Long Island town, Lyman town, Naples town, New Gloucester town, Newfield town, North Berwick town, North Yarmouth town, Ogunquit town, Old Orchard Beach town, Parsonsfield town, Perkins UT, Phippsburg town, Portland city, Pownal town, Raymond town, Richmond town, Saco city, Sanford city, Scarborough town, Sebago town, Shapleigh town, South Berwick town, South Portland city, Standish town, Topsham town, Waterboro town, Wells town, West Bath town, Westbrook city, Windham town, Woolwich town, Yarmouth town, York town",0.963180006,0.881485999,Maine,,
White,2400100,5018,49754,"Allegany County, Garrett County",0.99860698,0.889528573,Maryland,,
White,2400200,7220,72303,Washington County,0.964338183,0.722048044,Maryland,,
White,2400300,15312,116403,Frederick County,0.892359674,0.676816702,Maryland,,
White,2400400,7511,101379,Carroll County,0.916199088,0.86250639,Maryland,,
White,2400500,38359,246707,Baltimore County,0.848875821,0.48514995,Maryland,,
White,2400600,11908,120205,Harford County,0.911931396,0.704089642,Maryland,,
White,2400700,5470,54277,Cecil County,0.993281305,0.772461414,Maryland,,
White,2400800,26504,57826,Baltimore city,0.583403051,0.158909351,Maryland,,
White,2400900,20654,109297,Howard County,0.806104124,0.479511619,Maryland,,
White,2401000,52992,277403,Montgomery County,0.713034332,0.39791292,Maryland,,
White,2401100,18784,41160,Prince George's County,0.420026392,0.071362443,Maryland,,
White,2401200,24757,227433,Anne Arundel County,0.751921058,0.623295367,Maryland,,
White,2401300,8298,74982,"Caroline County, Dorchester County, Kent County, Queen Anne's County, Talbot County",0.871821821,0.707490802,Maryland,,
White,2401400,9497,61765,"Somerset County, Wicomico County, Worcester County",0.906461775,0.580061972,Maryland,,
White,2401500,10436,107221,"Calvert County, St. Mary's County",0.890975833,0.716401875,Maryland,,
White,2401600,6255,40231,Charles County,0.708781898,0.358689755,Maryland,,
White,2500100,7662,58687,"Adams town, Alford town, Becket town, Cheshire town, Clarksburg town, Dalton town, Egremont town, Florida town, Great Barrington town, Hancock town, Hinsdale town, Lanesborough town, Lee town, Lenox town, Monterey town, Mount Washington town, New Ashford town, New Marlborough town, North Adams city, Otis town, Peru town, Pittsfield city, Richmond town, Sandisfield town, Savoy town, Sheffield town, Stockbridge town, Tyringham town, Washington town, West Stockbridge town, Williamstown town, Windsor town",0.954053044,0.818541944,Massachusetts,,
White,2500290,48370,256289,"Agawam Town city, Amherst town, Ashfield town, Belchertown town, Bernardston town, Blandford town, Brimfield town, Buckland town, Charlemont town, Chester town, Chesterfield town, Chicopee city, Colrain town, Conway town, Cummington town, Deerfield town, East Longmeadow town, Easthampton Town city, Erving town, Gill town, Goshen town, Granby town, Granville town, Greenfield Town city, Hadley town, Hampden town, Hatfield town, Hawley town, Heath town, Holland town, Holyoke city, Huntington town, Leverett town, Leyden town, Longmeadow town, Ludlow town, Middlefield town, Monroe town, Monson town, Montague town, Montgomery town, New Salem town, Northampton city, Northfield town, Orange town, Palmer Town city, Pelham town, Plainfield town, Rowe town, Russell town, Shelburne town, Shutesbury town, South Hadley town, Southampton town, Southwick town, Springfield city, Sunderland town, Tolland town, Wales town, Ware town, Warwick town, Wendell town, West Springfield Town city, Westfield city, Westhampton town, Whately town, Wilbraham town, Williamsburg town, Worthington town",0.911334693,0.585870385,Massachusetts,,
White,2500390,323657,2223771,"Abington town, Acton town, Acushnet town, Amesbury Town city, Andover town, Arlington town, Ashburnham town, Ashby town, Ashland town, Athol town, Attleboro city, Auburn town, Avon town, Ayer town, Barre town, Bedford town, Bellingham town, Belmont town, Berkley town, Berlin town, Beverly city, Billerica town, Blackstone town, Bolton town, Boxborough town, Boxford town, Boylston town, Braintree Town city, Bridgewater town, Brockton city, Brookfield town, Brookline town, Burlington town, Cambridge city, Canton town, Carlisle town, Carver town, Charlton town, Chelmsford town, Clinton town, Cohasset town, Concord town, Danvers town, Dartmouth town, Dedham town, Dighton town, Douglas town, Dover town, Dracut town, Dudley town, Dunstable town, Duxbury town, East Bridgewater town, East Brookfield town, Easton town, Essex town, Everett city, Fairhaven town, Fall River city, Fitchburg city, Foxborough town, Framingham town, Franklin Town city, Freetown town, Gardner city, Georgetown town, Gloucester city, Grafton town, Groton town, Groveland town, Halifax town, Hamilton town, Hanover town, Hanson town, Hardwick town, Harvard town, Haverhill city, Hingham town, Holbrook town, Holden town, Holliston town, Hopedale town, Hopkinton town, Hubbardston town, Hudson town, Hull town, Ipswich town, Kingston town, Lakeville town, Lancaster town, Lawrence city, Leicester town, Leominster city, Lexington town, Lincoln town, Littleton town, Lowell city, Lunenburg town, Lynn city, Lynnfield town, Malden city, Manchester-by-the-Sea town, Mansfield town, Marblehead town, Marion town, Marlborough city, Marshfield town, Mattapoisett town, Maynard town, Medfield town, Medford city, Medway town, Melrose city, Mendon town, Merrimac town, Methuen Town city, Middleborough town, Middleton town, Milford town, Millbury town, Millis town, Millville town, Milton town, Nahant town, Natick town, Needham town, New Bedford city, New Braintree town, Newbury town, Newburyport city, Newton city, Norfolk town, North Andover town, North Attleborough town, North Brookfield town, North Reading town, Northborough town, Northbridge town, Norton town, Norwell town, Norwood town, Oakham town, Oxford town, Paxton town, Peabody city, Pembroke town, Pepperell town, Petersham town, Phillipston town, Plainville town, Plymouth town, Plympton town, Princeton town, Quincy city, Randolph town, Raynham town, Reading town, Rehoboth town, Rochester town, Rockland town, Rockport town, Rowley town, Royalston town, Rutland town, Salem city, Salisbury town, Saugus town, Scituate town, Seekonk town, Sharon town, Sherborn town, Shirley town, Shrewsbury town, Somerset town, Somerville city, Southborough town, Southbridge Town city, Spencer town, Sterling town, Stoneham town, Stoughton town, Stow town, Sturbridge town, Sudbury town, Sutton town, Swampscott town, Swansea town, Taunton city, Templeton town, Tewksbury town, Topsfield town, Townsend town, Tyngsborough town, Upton town, Uxbridge town, Wakefield town, Walpole town, Waltham city, Wareham town, Warren town, Watertown Town city, Wayland town, Webster town, Wellesley town, Wenham town, West Boylston town, West Bridgewater town, West Brookfield town, West Newbury town, Westborough town, Westford town, Westminster town, Weston town, Westport town, Westwood town, Weymouth Town city, Whitman town, Wilmington town, Winchendon town, Winchester town, Woburn city, Worcester city, Wrentham town",0.919992387,0.704874635,Massachusetts,,
White,2503300,43781,82773,"Boston city, Chelsea city, Revere city, Winthrop Town city",0.749751687,0.223081365,Massachusetts,,
White,2504790,16411,106698,"Aquinnah town, Barnstable Town city, Bourne town, Brewster town, Chatham town, Chilmark town, Dennis town, Eastham town, Edgartown town, Falmouth town, Gosnold town, Harwich town, Mashpee town, Nantucket town, Oak Bluffs town, Orleans town, Provincetown town, Sandwich town, Tisbury town, Truro town, Wellfleet town, West Tisbury town, Yarmouth town",0.990583718,0.830845416,Massachusetts,,
White,2600100,6215,83879,"Baraga County, Dickinson County, Gogebic County, Houghton County, Iron County, Keweenaw County, Marquette County, Ontonagon County",0.925402045,0.897802591,Michigan,,
White,2600200,6071,59723,"Alger County, Chippewa County, Delta County, Luce County, Mackinac County, Menominee County, Schoolcraft County",0.91956985,0.753612041,Michigan,,
White,2600300,5235,68875,"Alcona County, Alpena County, Cheboygan County, Crawford County, Montmorency County, Oscoda County, Otsego County, Presque Isle County",0.960374236,0.918002844,Michigan,,
White,2600400,5662,85683,"Antrim County, Charlevoix County, Emmet County, Kalkaska County, Missaukee County, Wexford County",1,0.90331459,Michigan,,
White,2600500,6325,81623,"Benzie County, Grand Traverse County, Leelanau County, Manistee County",0.986585557,0.881648302,Michigan,,
White,2600600,4458,61050,"Lake County, Mason County, Newaygo County, Oceana County",0.926626503,0.805111587,Michigan,,
White,2600700,8453,84404,Muskegon County,0.962646604,0.67890352,Michigan,,
White,2600800,13806,158920,Ottawa County,0.921505809,0.769823253,Michigan,,
White,2600900,3631,70795,Allegan County,0.967234969,0.802537024,Michigan,,
White,2601000,36493,286914,Kent County,0.933229327,0.624969244,Michigan,,
White,2601100,8187,115267,"Ionia County, Mecosta County, Montcalm County, Osceola County",0.970368624,0.866096139,Michigan,,
White,2601200,5910,65707,"Clare County, Gratiot County, Isabella County",0.973640859,0.848116815,Michigan,,
White,2601300,4525,53783,"Arenac County, Gladwin County, Iosco County, Ogemaw County, Roscommon County",0.943888187,0.91826874,Michigan,,
White,2601400,7264,107605,"Bay County, Midland County",0.937653303,0.866733789,Michigan,,
White,2601500,6785,77110,Saginaw County,0.875822902,0.592939496,Michigan,,
White,2601600,5641,76058,"Huron County, Sanilac County, Tuscola County",0.986706316,0.890848815,Michigan,,
White,2601700,22360,293686,"Genesee County, Lapeer County, Shiawassee County",0.878723562,0.719402492,Michigan,,
White,2601800,11065,95766,Ingham County,0.818901718,0.574501753,Michigan,,
White,2601900,8684,100964,"Clinton County, Eaton County",0.98091042,0.803559184,Michigan,,
White,2602000,7460,102864,"Barry County, Calhoun County",0.91601181,0.764395952,Michigan,,
White,2602100,11672,115019,Kalamazoo County,0.824759722,0.681969941,Michigan,,
White,2602200,3431,62432,"Branch County, St. Joseph County",0.914201975,0.829132259,Michigan,,
