city,state,abbr,white,black,hispanic,asian,american_indian,alaskan_native,native_hawaiian,city_k12,city_teacher,state_k12,state_teacher
,Alaska,AK,1,0,0,1,0,1,0,,,0.728174984,0.859854698
,Alaska,AK,0,0,0,1,0,1,0,,,0.220259443,0.037901741
,Alaska,AK,1,1,1,0,0,1,0,,,0.787687123,0.942882538
,Alaska,AK,0,1,1,0,0,1,0,,,0.279771566,0.120929644
,Alaska,AK,1,0,1,0,0,1,0,,,0.757909417,0.917226315
,Alaska,AK,0,0,1,0,0,1,0,,,0.249993891,0.095273405
,Alaska,AK,1,1,0,0,0,1,0,,,0.696706414,0.876231432
,Alaska,AK,0,1,0,0,0,1,0,,,0.188790858,0.054278512
,Alaska,AK,1,0,0,0,0,1,0,,,0.666928709,0.850575209
,Alaska,AK,0,0,0,0,0,1,0,,,0.159013152,0.028622275
,Alaska,AK,1,1,1,1,1,0,0,,,0.711177647,0.930404007
,Alaska,AK,0,1,1,1,1,0,0,,,0.20326215,0.108451098
,Alaska,AK,1,0,1,1,1,0,0,,,0.681399941,0.904747784
,Alaska,AK,0,0,1,1,1,0,0,,,0.173484445,0.08279486
,Alaska,AK,1,1,0,1,1,0,0,,,0.620196939,0.863752902
,Alaska,AK,0,1,0,1,1,0,0,,,0.112281427,0.041799963
,Alaska,AK,1,0,0,1,1,0,0,,,0.590419233,0.838096678
,Alaska,AK,0,0,0,1,1,0,0,,,0.082503721,0.016143726
,Alaska,AK,1,1,1,0,1,0,0,,,0.649931371,0.921124518
,Alaska,AK,0,1,1,0,1,0,0,,,0.142015859,0.099171631
,Alaska,AK,1,0,1,0,1,0,0,,,0.620153666,0.895468295
,Alaska,AK,0,0,1,0,1,0,0,,,0.112238154,0.073515393
,Alaska,AK,1,1,0,0,1,0,0,,,0.558950663,0.854473412
,Alaska,AK,0,1,0,0,1,0,0,,,0.051035129,0.032520499
,Alaska,AK,1,0,0,0,1,0,0,,,0.529172957,0.828817189
,Alaska,AK,0,0,0,0,1,0,0,,,0.021257427,0.006864261
,Alaska,AK,1,1,1,1,0,0,0,,,0.689920247,0.923539758
,Alaska,AK,0,1,1,1,0,0,0,,,0.18200472,0.101586834
,Alaska,AK,1,0,1,1,0,0,0,,,0.660142541,0.897883534
,Alaska,AK,0,0,1,1,0,0,0,,,0.152227014,0.075930595
,Alaska,AK,1,1,0,1,0,0,0,,,0.598939538,0.856888652
,Alaska,AK,0,1,0,1,0,0,0,,,0.091023996,0.034935702
,Alaska,AK,1,0,0,1,0,0,0,,,0.569161832,0.831232429
,Alaska,AK,0,0,0,1,0,0,0,,,0.061246291,0.009279464
,Alaska,AK,1,1,1,0,0,0,0,,,0.628673971,0.914260268
,Alaska,AK,0,1,1,0,0,0,0,,,0.120758429,0.092307366
,Alaska,AK,1,0,1,0,0,0,0,,,0.598896265,0.888604045
,Alaska,AK,0,0,1,0,0,0,0,,,0.090980731,0.066651128
,Alaska,AK,1,1,0,0,0,0,0,,,0.537693262,0.847609162
,Alaska,AK,0,1,0,0,0,0,0,,,0.029777702,0.025656236
,Alaska,AK,1,0,0,0,0,0,0,,,0.507915556,0.821952939
,Alaska,AK,0,0,0,0,0,0,0,,,0,0
Phoenix,Arizona,AZ,1,1,1,1,1,0,0,0.960025728,0.979629934,0.961565793,0.982050002
Phoenix,Arizona,AZ,0,1,1,1,1,0,0,0.537691116,0.195169851,0.555704892,0.23832871
Phoenix,Arizona,AZ,1,0,1,1,1,0,0,0.906042695,0.948797405,0.918524921,0.954597473
Phoenix,Arizona,AZ,0,0,1,1,1,0,0,0.483708054,0.164337292,0.51266408,0.210876167
Phoenix,Arizona,AZ,1,1,0,1,1,0,0,0.526027858,0.85732609,0.5234797,0.829508007
Phoenix,Arizona,AZ,0,1,0,1,1,0,0,0.103693202,0.072865993,0.117618859,0.08578673
Phoenix,Arizona,AZ,1,0,0,1,1,0,0,0.472044796,0.826493561,0.480438858,0.802055478
Phoenix,Arizona,AZ,0,0,0,1,1,0,0,0.049710155,0.042033441,0.07457801,0.058334187
Phoenix,Arizona,AZ,1,1,1,0,1,0,0,0.926696241,0.943058193,0.93628943,0.949625254
Phoenix,Arizona,AZ,0,1,1,0,1,0,0,0.50436157,0.15859808,0.530428588,0.205903977
Phoenix,Arizona,AZ,1,0,1,0,1,0,0,0.872713208,0.912225664,0.893248558,0.922172725
Phoenix,Arizona,AZ,0,0,1,0,1,0,0,0.450378567,0.127765521,0.487387747,0.178451434
Phoenix,Arizona,AZ,1,1,0,0,1,0,0,0.492698342,0.820754349,0.498203337,0.797083259
Phoenix,Arizona,AZ,0,1,0,0,1,0,0,0.070363708,0.036294229,0.092342496,0.053361997
Phoenix,Arizona,AZ,1,0,0,0,1,0,0,0.438715309,0.78992182,0.455162495,0.76963073
Phoenix,Arizona,AZ,0,0,0,0,1,0,0,0.016380666,0.005461677,0.04930165,0.025909452
Phoenix,Arizona,AZ,1,1,1,1,0,0,0,0.94364506,0.974168241,0.912264168,0.956140578
Phoenix,Arizona,AZ,0,1,1,1,0,0,0,0.521310449,0.189708173,0.506403267,0.212419257
Phoenix,Arizona,AZ,1,0,1,1,0,0,0,0.889662027,0.943335712,0.869223297,0.928688049
Phoenix,Arizona,AZ,0,0,1,1,0,0,0,0.467327386,0.158875614,0.463362455,0.184966713
Phoenix,Arizona,AZ,1,1,0,1,0,0,0,0.509647191,0.851864398,0.474178046,0.803598583
Phoenix,Arizona,AZ,0,1,0,1,0,0,0,0.087312534,0.067404315,0.068317205,0.059877276
Phoenix,Arizona,AZ,1,0,0,1,0,0,0,0.455664128,0.821031868,0.431137204,0.776146054
Phoenix,Arizona,AZ,0,0,0,1,0,0,0,0.033329491,0.036571763,0.025276361,0.032424733
Phoenix,Arizona,AZ,1,1,1,0,0,0,0,0.910315573,0.9375965,0.886987805,0.92371583
Phoenix,Arizona,AZ,0,1,1,0,0,0,0,0.487980932,0.153136402,0.481126934,0.179994524
Phoenix,Arizona,AZ,1,0,1,0,0,0,0,0.856332541,0.906763971,0.843946934,0.896263301
Phoenix,Arizona,AZ,0,0,1,0,0,0,0,0.433997899,0.122303851,0.438086092,0.15254198
Phoenix,Arizona,AZ,1,1,0,0,0,0,0,0.476317674,0.815292656,0.448901683,0.771173835
Phoenix,Arizona,AZ,0,1,0,0,0,0,0,0.05398304,0.030832551,0.043040842,0.027452545
Phoenix,Arizona,AZ,1,0,0,0,0,0,0,0.422334641,0.784460127,0.405860841,0.743721306
Phoenix,Arizona,AZ,0,0,0,0,0,0,0,0,0,0,0
,Arkansas,AR,1,1,1,1,1,0,0,,,0.964049578,0.980092585
,Arkansas,AR,0,1,1,1,1,0,0,,,0.318058789,0.148313031
,Arkansas,AR,1,0,1,1,1,0,0,,,0.777069211,0.862161398
,Arkansas,AR,0,0,1,1,1,0,0,,,0.131078392,0.030381855
,Arkansas,AR,1,1,0,1,1,0,0,,,0.852469981,0.962652564
,Arkansas,AR,0,1,0,1,1,0,0,,,0.206479192,0.130872995
,Arkansas,AR,1,0,0,1,1,0,0,,,0.665489614,0.844721377
,Arkansas,AR,0,0,0,1,1,0,0,,,0.019498821,0.012941821
,Arkansas,AR,1,1,1,0,1,0,0,,,0.950456917,0.974855363
,Arkansas,AR,0,1,1,0,1,0,0,,,0.304466099,0.143075779
,Arkansas,AR,1,0,1,0,1,0,0,,,0.763476551,0.856924176
,Arkansas,AR,0,0,1,0,1,0,0,,,0.117485717,0.025144607
,Arkansas,AR,1,1,0,0,1,0,0,,,0.83887732,0.957415342
,Arkansas,AR,0,1,0,0,1,0,0,,,0.192886531,0.125635743
,Arkansas,AR,1,0,0,0,1,0,0,,,0.651896954,0.839484155
,Arkansas,AR,0,0,0,0,1,0,0,,,0.005906142,0.007704573
,Arkansas,AR,1,1,1,1,0,0,0,,,0.958143413,0.972388029
,Arkansas,AR,0,1,1,1,0,0,0,,,0.312152654,0.14060846
,Arkansas,AR,1,0,1,1,0,0,0,,,0.771163046,0.854456842
,Arkansas,AR,0,0,1,1,0,0,0,,,0.125172257,0.022677282
,Arkansas,AR,1,1,0,1,0,0,0,,,0.846563816,0.954948008
,Arkansas,AR,0,1,0,1,0,0,0,,,0.200573057,0.123168416
,Arkansas,AR,1,0,0,1,0,0,0,,,0.659583449,0.837016821
,Arkansas,AR,0,0,0,1,0,0,0,,,0.013592678,0.005237247
,Arkansas,AR,1,1,1,0,0,0,0,,,0.944550753,0.967150807
,Arkansas,AR,0,1,1,0,0,0,0,,,0.298559964,0.135371208
,Arkansas,AR,1,0,1,0,0,0,0,,,0.757570386,0.84921962
,Arkansas,AR,0,0,1,0,0,0,0,,,0.111579575,0.017440034
,Arkansas,AR,1,1,0,0,0,0,0,,,0.832971156,0.949710786
,Arkansas,AR,0,1,0,0,0,0,0,,,0.186980382,0.117931172
,Arkansas,AR,1,0,0,0,0,0,0,,,0.645990789,0.831779599
,Arkansas,AR,0,0,0,0,0,0,0,,,0,0
San Diego,California,CA,1,1,1,1,1,0,0,0.938787222,0.980774939,0.948924303,0.970603585
San Diego,California,CA,0,1,1,1,1,0,0,0.608501852,0.295613736,0.684356391,0.347345412
San Diego,California,CA,1,0,1,1,1,0,0,0.891753852,0.947235048,0.89490217,0.923761725
San Diego,California,CA,0,0,1,1,1,0,0,0.561468422,0.262073874,0.630334258,0.300503582
San Diego,California,CA,1,1,0,1,1,0,0,0.475688964,0.804259002,0.429444849,0.773427129
San Diego,California,CA,0,1,0,1,1,0,0,0.145403594,0.119097769,0.164876938,0.150168955
San Diego,California,CA,1,0,0,1,1,0,0,0.428655595,0.770719111,0.375422716,0.726585329
San Diego,California,CA,0,0,0,1,1,0,0,0.098370217,0.0855579,0.110854797,0.103327148
San Diego,California,CA,1,1,1,0,1,0,0,0.843681991,0.897041619,0.841270089,0.869788468
San Diego,California,CA,0,1,1,0,1,0,0,0.513396621,0.211880371,0.576702178,0.246530294
San Diego,California,CA,1,0,1,0,1,0,0,0.796648622,0.863501728,0.787247956,0.822946608
San Diego,California,CA,0,0,1,0,1,0,0,0.466363192,0.17834051,0.522680044,0.199688479
San Diego,California,CA,1,1,0,0,1,0,0,0.380583763,0.720525622,0.321790636,0.672612011
San Diego,California,CA,0,1,0,0,1,0,0,0.05029837,0.035364419,0.057222724,0.049353864
San Diego,California,CA,1,0,0,0,1,0,0,0.333550394,0.686985731,0.267768502,0.625770211
San Diego,California,CA,0,0,0,0,1,0,0,0.003265002,0.001824549,0.003200584,0.002512053
San Diego,California,CA,1,1,1,1,0,0,0,0.935522199,0.978950381,0.945723712,0.968091547
San Diego,California,CA,0,1,1,1,0,0,0,0.605236828,0.293789178,0.681155801,0.344833344
San Diego,California,CA,1,0,1,1,0,0,0,0.888488829,0.94541049,0.891701579,0.921249688
San Diego,California,CA,0,0,1,1,0,0,0,0.558203399,0.260249317,0.627133667,0.297991514
San Diego,California,CA,1,1,0,1,0,0,0,0.472423971,0.802434444,0.426244259,0.770915091
San Diego,California,CA,0,1,0,1,0,0,0,0.142138585,0.117273219,0.161676347,0.147656903
San Diego,California,CA,1,0,0,1,0,0,0,0.425390601,0.768894553,0.372222126,0.724073291
San Diego,California,CA,0,0,0,1,0,0,0,0.095105216,0.08373335,0.107654214,0.100815095
San Diego,California,CA,1,1,1,0,0,0,0,0.840416968,0.895217061,0.838069499,0.86727643
San Diego,California,CA,0,1,1,0,0,0,0,0.510131598,0.210055828,0.573501587,0.244018242
San Diego,California,CA,1,0,1,0,0,0,0,0.793383598,0.86167717,0.784047365,0.82043457
San Diego,California,CA,0,0,1,0,0,0,0,0.463098198,0.176515967,0.519479454,0.197176427
San Diego,California,CA,1,1,0,0,0,0,0,0.37731877,0.718701065,0.318590045,0.670099974
San Diego,California,CA,0,1,0,0,0,0,0,0.04703337,0.033539869,0.054022141,0.046841811
San Diego,California,CA,1,0,0,0,0,0,0,0.3302854,0.685161173,0.264567912,0.623258173
San Diego,California,CA,0,0,0,0,0,0,0,0,0,0,0
Oakland,California,CA,1,1,1,1,1,0,0,0.913092792,0.950846732,0.948924303,0.970603585
Oakland,California,CA,0,1,1,1,1,0,0,0.689936221,0.36931774,0.684356391,0.347345412
Oakland,California,CA,1,0,1,1,1,0,0,0.800795019,0.884358108,0.89490217,0.923761725
Oakland,California,CA,0,0,1,1,1,0,0,0.577638447,0.302829117,0.630334258,0.300503582
Oakland,California,CA,1,1,0,1,1,0,0,0.590695202,0.838018358,0.429444849,0.773427129
Oakland,California,CA,0,1,0,1,1,0,0,0.367538601,0.256489366,0.164876938,0.150168955
Oakland,California,CA,1,0,0,1,1,0,0,0.478397459,0.771529734,0.375422716,0.726585329
Oakland,California,CA,0,0,0,1,1,0,0,0.255240828,0.190000787,0.110854797,0.103327148
Oakland,California,CA,1,1,1,0,1,0,0,0.660030961,0.762427747,0.841270089,0.869788468
Oakland,California,CA,0,1,1,0,1,0,0,0.43687433,0.1808988,0.576702178,0.246530294
Oakland,California,CA,1,0,1,0,1,0,0,0.547733188,0.695939124,0.787247956,0.822946608
Oakland,California,CA,0,0,1,0,1,0,0,0.324576557,0.114410184,0.522680044,0.199688479
Oakland,California,CA,1,1,0,0,1,0,0,0.337633371,0.649599373,0.321790636,0.672612011
Oakland,California,CA,0,1,0,0,1,0,0,0.114476763,0.068070427,0.057222724,0.049353864
Oakland,California,CA,1,0,0,0,1,0,0,0.225335613,0.58311075,0.267768502,0.625770211
Oakland,California,CA,0,0,0,0,1,0,0,0.00217898,0.001581827,0.003200584,0.002512053
Oakland,California,CA,1,1,1,1,0,0,0,0.910913825,0.949264884,0.945723712,0.968091547
Oakland,California,CA,0,1,1,1,0,0,0,0.687757254,0.367735922,0.681155801,0.344833344
Oakland,California,CA,1,0,1,1,0,0,0,0.798616052,0.88277626,0.891701579,0.921249688
Oakland,California,CA,0,0,1,1,0,0,0,0.57545948,0.301247299,0.627133667,0.297991514
Oakland,California,CA,1,1,0,1,0,0,0,0.588516235,0.83643651,0.426244259,0.770915091
Oakland,California,CA,0,1,0,1,0,0,0,0.365359634,0.254907548,0.161676347,0.147656903
Oakland,California,CA,1,0,0,1,0,0,0,0.476218492,0.769947886,0.372222126,0.724073291
Oakland,California,CA,0,0,0,1,0,0,0,0.253061861,0.188418955,0.107654214,0.100815095
Oakland,California,CA,1,1,1,0,0,0,0,0.657851994,0.7608459,0.838069499,0.86727643
Oakland,California,CA,0,1,1,0,0,0,0,0.434695363,0.179316968,0.573501587,0.244018242
Oakland,California,CA,1,0,1,0,0,0,0,0.545554221,0.694357276,0.784047365,0.82043457
Oakland,California,CA,0,0,1,0,0,0,0,0.32239759,0.112828359,0.519479454,0.197176427
Oakland,California,CA,1,1,0,0,0,0,0,0.335454404,0.648017526,0.318590045,0.670099974
Oakland,California,CA,0,1,0,0,0,0,0,0.112297781,0.066488601,0.054022141,0.046841811
Oakland,California,CA,1,0,0,0,0,0,0,0.223156631,0.581528902,0.264567912,0.623258173
Oakland,California,CA,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,California,CA,1,1,1,1,1,0,0,0.962314606,0.964516044,0.948924303,0.970603585
Los Angeles,California,CA,0,1,1,1,1,0,0,0.796638548,0.504637837,0.684356391,0.347345412
Los Angeles,California,CA,1,0,1,1,1,0,0,0.890023708,0.881483555,0.89490217,0.923761725
Los Angeles,California,CA,0,0,1,1,1,0,0,0.724347651,0.421605319,0.630334258,0.300503582
Los Angeles,California,CA,1,1,0,1,1,0,0,0.334916323,0.6804654,0.429444849,0.773427129
Los Angeles,California,CA,0,1,0,1,1,0,0,0.169240251,0.220587105,0.164876938,0.150168955
Los Angeles,California,CA,1,0,0,1,1,0,0,0.262625486,0.597432911,0.375422716,0.726585329
Los Angeles,California,CA,0,0,0,1,1,0,0,0.096949376,0.137554631,0.110854797,0.103327148
Los Angeles,California,CA,1,1,1,0,1,0,0,0.866374195,0.828208506,0.841270089,0.869788468
Los Angeles,California,CA,0,1,1,0,1,0,0,0.700698137,0.36833024,0.576702178,0.246530294
Los Angeles,California,CA,1,0,1,0,1,0,0,0.794083297,0.745176017,0.787247956,0.822946608
Los Angeles,California,CA,0,0,1,0,1,0,0,0.62840724,0.285297751,0.522680044,0.199688479
Los Angeles,California,CA,1,1,0,0,1,0,0,0.238975897,0.544157863,0.321790636,0.672612011
Los Angeles,California,CA,0,1,0,0,1,0,0,0.073299825,0.08427956,0.057222724,0.049353864
Los Angeles,California,CA,1,0,0,0,1,0,0,0.16668503,0.461125344,0.267768502,0.625770211
Los Angeles,California,CA,0,0,0,0,1,0,0,0.001008948,0.001247082,0.003200584,0.002512053
Los Angeles,California,CA,1,1,1,1,0,0,0,0.961305678,0.963268936,0.945723712,0.968091547
Los Angeles,California,CA,0,1,1,1,0,0,0,0.795629621,0.503390729,0.681155801,0.344833344
Los Angeles,California,CA,1,0,1,1,0,0,0,0.889014781,0.880236447,0.891701579,0.921249688
Los Angeles,California,CA,0,0,1,1,0,0,0,0.723338723,0.420358241,0.627133667,0.297991514
Los Angeles,California,CA,1,1,0,1,0,0,0,0.333907366,0.679218292,0.426244259,0.770915091
Los Angeles,California,CA,0,1,0,1,0,0,0,0.168231308,0.219340026,0.161676347,0.147656903
Los Angeles,California,CA,1,0,0,1,0,0,0,0.261616528,0.596185803,0.372222126,0.724073291
Los Angeles,California,CA,0,0,0,1,0,0,0,0.095940426,0.136307552,0.107654214,0.100815095
Los Angeles,California,CA,1,1,1,0,0,0,0,0.865365267,0.826961398,0.838069499,0.86727643
Los Angeles,California,CA,0,1,1,0,0,0,0,0.699689209,0.367083162,0.573501587,0.244018242
Los Angeles,California,CA,1,0,1,0,0,0,0,0.793074369,0.743928909,0.784047365,0.82043457
Los Angeles,California,CA,0,0,1,0,0,0,0,0.627398312,0.284050673,0.519479454,0.197176427
Los Angeles,California,CA,1,1,0,0,0,0,0,0.237966955,0.542910755,0.318590045,0.670099974
Los Angeles,California,CA,0,1,0,0,0,0,0,0.072290875,0.083032481,0.054022141,0.046841811
Los Angeles,California,CA,1,0,0,0,0,0,0,0.165676087,0.459878266,0.264567912,0.623258173
Los Angeles,California,CA,0,0,0,0,0,0,0,0,0,0,0
,Colorado,CO,1,1,1,1,1,0,0,,,0.956257403,0.986784458
,Colorado,CO,0,1,1,1,1,0,0,,,0.389410853,0.106808014
,Colorado,CO,1,0,1,1,1,0,0,,,0.914205194,0.971354187
,Colorado,CO,0,0,1,1,1,0,0,,,0.347358674,0.091377728
,Colorado,CO,1,1,0,1,1,0,0,,,0.642154098,0.914743721
,Colorado,CO,0,1,0,1,1,0,0,,,0.075307563,0.034767263
,Colorado,CO,1,0,0,1,1,0,0,,,0.600101888,0.89931345
,Colorado,CO,0,0,0,1,1,0,0,,,0.03325538,0.019336972
,Colorado,CO,1,1,1,0,1,0,0,,,0.92767328,0.969519615
,Colorado,CO,0,1,1,0,1,0,0,,,0.360826731,0.089543201
,Colorado,CO,1,0,1,0,1,0,0,,,0.885621071,0.954089344
,Colorado,CO,0,0,1,0,1,0,0,,,0.318774551,0.074112915
,Colorado,CO,1,1,0,0,1,0,0,,,0.613569975,0.897478878
,Colorado,CO,0,1,0,0,1,0,0,,,0.046723429,0.017502448
,Colorado,CO,1,0,0,0,1,0,0,,,0.571517766,0.882048607
,Colorado,CO,0,0,0,0,1,0,0,,,0.004671247,0.002072158
,Colorado,CO,1,1,1,1,0,0,0,,,0.951586127,0.984712303
,Colorado,CO,0,1,1,1,0,0,0,,,0.384739608,0.104735859
,Colorado,CO,1,0,1,1,0,0,0,,,0.909533918,0.969282031
,Colorado,CO,0,0,1,1,0,0,0,,,0.342687428,0.089305572
,Colorado,CO,1,1,0,1,0,0,0,,,0.637482822,0.912671566
,Colorado,CO,0,1,0,1,0,0,0,,,0.070636317,0.032695103
,Colorado,CO,1,0,0,1,0,0,0,,,0.595430613,0.897241294
,Colorado,CO,0,0,0,1,0,0,0,,,0.028584132,0.017264815
,Colorado,CO,1,1,1,0,0,0,0,,,0.923002005,0.96744746
,Colorado,CO,0,1,1,0,0,0,0,,,0.356155485,0.087471046
,Colorado,CO,1,0,1,0,0,0,0,,,0.880949795,0.952017188
,Colorado,CO,0,0,1,0,0,0,0,,,0.314103305,0.072040759
,Colorado,CO,1,1,0,0,0,0,0,,,0.608898699,0.895406723
,Colorado,CO,0,1,0,0,0,0,0,,,0.042052183,0.015430289
,Colorado,CO,1,0,0,0,0,0,0,,,0.56684649,0.879976451
,Colorado,CO,0,0,0,0,0,0,0,,,0,0
,Connecticut,CT,1,1,1,1,1,0,0,,,0.960009217,0.987052262
,Connecticut,CT,0,1,1,1,1,0,0,,,0.370031923,0.108169958
,Connecticut,CT,1,0,1,1,1,0,0,,,0.846803665,0.944552004
,Connecticut,CT,0,0,1,1,1,0,0,,,0.256826341,0.065669715
,Connecticut,CT,1,1,0,1,1,0,0,,,0.746390581,0.939570963
,Connecticut,CT,0,1,0,1,1,0,0,,,0.156413302,0.060688671
,Connecticut,CT,1,0,0,1,1,0,0,,,0.633185029,0.897070706
,Connecticut,CT,0,0,0,1,1,0,0,,,0.043207735,0.018188426
,Connecticut,CT,1,1,1,0,1,0,0,,,0.917529821,0.969312608
,Connecticut,CT,0,1,1,0,1,0,0,,,0.327552527,0.090430304
,Connecticut,CT,1,0,1,0,1,0,0,,,0.804324269,0.926812351
,Connecticut,CT,0,0,1,0,1,0,0,,,0.21434696,0.047930066
,Connecticut,CT,1,1,0,0,1,0,0,,,0.703911185,0.92183131
,Connecticut,CT,0,1,0,0,1,0,0,,,0.113933921,0.042949021
,Connecticut,CT,1,0,0,0,1,0,0,,,0.590705633,0.879331052
,Connecticut,CT,0,0,0,0,1,0,0,,,0.000728344,0.000448776
,Connecticut,CT,1,1,1,1,0,0,0,,,0.959280849,0.986603498
,Connecticut,CT,0,1,1,1,0,0,0,,,0.369303584,0.10772118
,Connecticut,CT,1,0,1,1,0,0,0,,,0.846075296,0.944103241
,Connecticut,CT,0,0,1,1,0,0,0,,,0.256098002,0.065220937
,Connecticut,CT,1,1,0,1,0,0,0,,,0.745662212,0.9391222
,Connecticut,CT,0,1,0,1,0,0,0,,,0.155684963,0.060239892
,Connecticut,CT,1,0,0,1,0,0,0,,,0.63245666,0.896621943
,Connecticut,CT,0,0,0,1,0,0,0,,,0.042479392,0.01773965
,Connecticut,CT,1,1,1,0,0,0,0,,,0.916801453,0.968863845
,Connecticut,CT,0,1,1,0,0,0,0,,,0.326824188,0.089981526
,Connecticut,CT,1,0,1,0,0,0,0,,,0.803595901,0.926363587
,Connecticut,CT,0,0,1,0,0,0,0,,,0.213618621,0.047481287
,Connecticut,CT,1,1,0,0,0,0,0,,,0.703182817,0.921382546
,Connecticut,CT,0,1,0,0,0,0,0,,,0.113205574,0.042500243
,Connecticut,CT,1,0,0,0,0,0,0,,,0.589977264,0.878882289
