wbhao,geoid_scatter,teacher,k12,AreaName,teacher_share,k12_share,state,city,city2
Black,0607300,6022,138297,San Diego County,0.036870591,0.065879777,California,San Diego,San Diego
Black,0607500,3005,30514,San Francisco County,0.061190411,0.101036392,California,,
Black,0607700,1771,53300,San Joaquin County,0.050402708,0.089530624,California,,
Black,0607900,339,3185,San Luis Obispo County,0.03198415,0.021411909,California,,
Black,0608100,738,15955,San Mateo County,0.0193219,0.034411214,California,,
Black,0608300,667,5465,Santa Barbara County,0.02827709,0.019179678,California,,
Black,0608500,2056,38409,Santa Clara County,0.021113815,0.030605294,California,,
Black,0608700,0,3265,Santa Cruz County,0,0.020410078,California,,
Black,0608900,250,4101,Shasta County,0.040929928,0.035333347,California,,
Black,0609500,863,54593,Solano County,0.053900443,0.18328163,California,,
Black,0609700,381,9356,Sonoma County,0.013764949,0.030036567,California,,
Black,0609900,532,16194,Stanislaus County,0.020820288,0.03750556,California,,
Black,0610100,199,6092,"Sutter County, Yuba County",0.024757402,0.045437932,California,,
Black,0610700,595,8570,Tulare County,0.025871815,0.020300984,California,,
Black,0611100,552,12134,Ventura County,0.015042102,0.019881047,California,,
Black,0611300,212,3295,Yolo County,0.022336951,0.025112033,California,,
Black,0800100,0,3789,Larimer County,0,0.019163948,Colorado,,
Black,0800190,4664,156278,"Adams County, Arapahoe County, Bent County, Boulder County, Broomfield County, Cheyenne County, Clear Creek County, Crowley County, Denver County, Douglas County, Elbert County, Gilpin County, Jefferson County, Kiowa County, Kit Carson County, Lincoln County, Logan County, Morgan County, Phillips County, Sedgwick County, Washington County, Weld County, Yuma County",0.022473101,0.066212334,Colorado,,
Black,0800200,0,523,"Garfield County, Moffat County, Rio Blanco County, Routt County",0,0.006887832,Colorado,,
Black,0800400,0,1586,"Eagle County, Grand County, Jackson County, Pitkin County, Summit County",0,0.021295451,Colorado,,
Black,0800690,235,3631,"Alamosa County, Baca County, Chaffee County, Conejos County, Costilla County, Custer County, Fremont County, Huerfano County, Lake County, Las Animas County, Mineral County, Otero County, Park County, Prowers County, Pueblo County, Rio Grande County, Saguache County",0.014580877,0.01579939,Colorado,,
Black,0800900,242,541,"Archuleta County, Dolores County, Gunnison County, Hinsdale County, La Plata County, Montezuma County, San Juan County",0.035307851,0.008280274,Colorado,,
Black,0801000,65,3371,"Delta County, Mesa County, Montrose County, Ouray County, San Miguel County",0.005397326,0.022020159,Colorado,,
Black,0804100,788,47788,"El Paso County, Teller County",0.018398749,0.096776411,Colorado,,
Black,0900100,3037,85134,"Bethel town, Bridgeport town, Brookfield town, Danbury town, Darien town, Easton town, Fairfield town, Greenwich town, Monroe town, New Canaan town, New Fairfield town, Newtown town, Norwalk town, Redding town, Ridgefield town, Shelton town, Sherman town, Stamford town, Stratford town, Trumbull town, Weston town, Westport town, Wilton town",0.042139001,0.123424821,Connecticut,,
Black,0900300,4212,97472,"Avon town, Berlin town, Bloomfield town, Bristol town, Burlington town, Canton town, East Granby town, East Hartford town, East Windsor town, Enfield town, Farmington town, Glastonbury town, Granby town, Hartford town, Hartland town, Manchester town, Marlborough town, New Britain town, Newington town, Plainville town, Rocky Hill town, Simsbury town, South Windsor town, Southington town, Suffield town, West Hartford town, Wethersfield town, Windsor Locks town, Windsor town",0.05899325,0.162715033,Connecticut,,
Black,0900500,292,2585,"Barkhamsted town, Bethlehem town, Bridgewater town, Canaan town, Colebrook town, Cornwall town, Goshen town, Harwinton town, Kent town, Litchfield town, Morris town, New Hartford town, New Milford town, Norfolk town, North Canaan town, Plymouth town, Roxbury town, Salisbury town, Sharon town, Thomaston town, Torrington town, Warren town, Washington town, Watertown town, Winchester town, Woodbury town",0.018404135,0.022609593,Connecticut,,
Black,0900700,588,8326,"Chester town, Clinton town, Cromwell town, Deep River town, Durham town, East Haddam town, East Hampton town, Essex town, Haddam town, Killingworth town, Middlefield town, Middletown town, Old Saybrook town, Portland town, Westbrook town",0.054835401,0.080421135,Connecticut,,
Black,0900900,3474,96991,"Ansonia town, Beacon Falls town, Bethany town, Branford town, Cheshire town, Derby town, East Haven town, Guilford town, Hamden town, Madison town, Meriden town, Middlebury town, Milford town, Naugatuck town, New Haven town, North Branford town, North Haven town, Orange town, Oxford town, Prospect town, Seymour town, Southbury town, Wallingford town, Waterbury town, West Haven town, Wolcott town, Woodbridge town",0.057915445,0.171969548,Connecticut,,
Black,0901100,1316,17792,"Bozrah town, Colchester town, East Lyme town, Franklin town, Griswold town, Groton town, Lebanon town, Ledyard town, Lisbon town, Lyme town, Montville town, New London town, North Stonington town, Norwich town, Old Lyme town, Preston town, Salem town, Sprague town, Stonington town, Voluntown town, Waterford town",0.05926593,0.104278512,Connecticut,,
Black,0901300,52,3199,"Andover town, Bolton town, Columbia town, Coventry town, Ellington town, Hebron town, Mansfield town, Somers town, Stafford town, Tolland town, Union town, Vernon town, Willington town",0.005570434,0.034728706,Connecticut,,
Black,0901500,0,4338,"Ashford town, Brooklyn town, Canterbury town, Chaplin town, Eastford town, Hampton town, Killingly town, Plainfield town, Pomfret town, Putnam town, Scotland town, Sterling town, Thompson town, Windham town, Woodstock town",0,0.057989225,Connecticut,,
Black,1000100,3903,115709,New Castle County,0.120232888,0.318060994,Delaware,,
Black,1000200,318,35855,Kent County,0.04225352,0.307053983,Delaware,,
Black,1000300,885,22533,Sussex County,0.083145432,0.195995376,Delaware,,
Black,1100100,23923,197902,District of Columbia,0.383019269,0.664459646,District of Columbia,District of Columbia,District of Columbia
Black,1200100,1967,39529,Alachua County,0.163128212,0.312734365,Florida,,
Black,1200500,933,27060,"Bay County, Holmes County, Walton County, Washington County",0.07555268,0.15531908,Florida,,
Black,1200900,2010,53610,Brevard County,0.075769,0.169193044,Florida,,
Black,1201100,18010,434986,Broward County,0.222835362,0.361509532,Florida,Fort Lauderdale,Fort Lauderdale
Black,1201500,610,7272,Charlotte County,0.119819291,0.105599441,Florida,,
Black,1201701,0,4459,Citrus County,0,0.066860594,Florida,,
Black,1201900,523,24699,Clay County,0.060546424,0.161430314,Florida,,
Black,1202100,392,23817,Collier County,0.030505836,0.126726612,Florida,,
Black,1202300,326,22379,"Bradford County, Columbia County, Dixie County, Gilchrist County, Levy County, Union County",0.053372625,0.191568226,Florida,,
Black,1202790,1006,24934,"DeSoto County, Glades County, Hardee County, Hendry County, Highlands County, Okeechobee County",0.112919517,0.153595954,Florida,,
Black,1203100,11003,236968,Duval County,0.211657211,0.401892036,Florida,,
Black,1203300,3439,65422,Escambia County,0.202353626,0.358952701,Florida,,
Black,1203590,1407,59069,"Flagler County, Volusia County",0.054063402,0.177374795,Florida,,
Black,1205301,684,9642,Hernando County,0.09514536,0.096055947,Florida,,
Black,1205700,10515,191119,Hillsborough County,0.128197312,0.213955313,Florida,,
Black,1206100,236,14062,Indian River County,0.049799535,0.175074697,Florida,,
Black,1206300,974,42625,"Calhoun County, Franklin County, Gadsden County, Gulf County, Jackson County, Jefferson County, Liberty County, Wakulla County",0.13298744,0.341073662,Florida,,
Black,1206900,1495,35295,"Lake County, Sumter County",0.101957306,0.162428215,Florida,,
Black,1207100,1670,57357,Lee County,0.074064218,0.151802346,Florida,,
Black,1207300,3915,68073,Leon County,0.232620314,0.41784367,Florida,,
Black,1208100,782,29146,Manatee County,0.05459369,0.144940078,Florida,,
Black,1208300,1466,41280,Marion County,0.118016422,0.211450502,Florida,,
Black,1208500,149,9360,Martin County,0.023205109,0.113811843,Florida,,
Black,1208690,24458,344664,"Miami-Dade County, Monroe County",0.18374829,0.210883632,Florida,Miami,Miami
Black,1208900,0,8507,"Baker County, Nassau County",0,0.129052326,Florida,,
Black,1209100,1267,21029,Okaloosa County,0.111130603,0.172227681,Florida,,
Black,1209500,11026,221416,Orange County,0.142417982,0.269371718,Florida,,
Black,1209700,1174,28909,Osceola County,0.077768944,0.121398546,Florida,,
Black,1209900,10391,222755,Palm Beach County,0.150707781,0.272004068,Florida,,
Black,1210100,501,26138,Pasco County,0.021026567,0.088770099,Florida,,
Black,1210300,3035,90142,Pinellas County,0.0693857,0.191959754,Florida,,
Black,1210500,3263,91700,Polk County,0.107931994,0.213820204,Florida,,
Black,1210790,528,24001,"Putnam County, St. Johns County",0.036894698,0.123467013,Florida,,
Black,1211100,800,55767,St. Lucie County,0.068959571,0.295891672,Florida,,
Black,1211300,0,8220,Santa Rosa County,0,0.071890853,Florida,,
Black,1211500,628,22688,Sarasota County,0.03855126,0.123370729,Florida,,
Black,1211700,1566,44045,Seminole County,0.059958648,0.1492282,Florida,,
Black,1212100,415,14707,"Hamilton County, Lafayette County, Madison County, Suwannee County, Taylor County",0.071762063,0.233248219,Florida,,
Black,1300100,1008,33369,"Camden County, Glynn County, McIntosh County",0.139612183,0.325789601,Georgia,,
Black,1300200,1501,34106,"Bryan County, Liberty County, Long County",0.232496902,0.384839326,Georgia,,
Black,1300300,679,28407,"Bulloch County, Effingham County, Screven County",0.112884454,0.284084201,Georgia,,
Black,1300400,4278,93212,Chatham County,0.23899442,0.527214229,Georgia,,
Black,1300500,947,30918,"Atkinson County, Bacon County, Brantley County, Charlton County, Clinch County, Coffee County, Echols County, Lanier County, Pierce County, Ware County",0.100873455,0.241870001,Georgia,,
Black,1300600,1295,36422,Lowndes County,0.189355165,0.455787748,Georgia,,
Black,1300700,693,35023,"Ben Hill County, Berrien County, Brooks County, Cook County, Irwin County, Tift County, Turner County",0.116333723,0.368612707,Georgia,,
Black,1300800,670,33420,"Colquitt County, Thomas County, Worth County",0.10276074,0.370128363,Georgia,,
Black,1300900,2347,57976,"Dougherty County, Lee County",0.375459939,0.625658274,Georgia,,
Black,1301090,53356,617797,"DeKalb County, Fulton County",0.379253238,0.537292361,Georgia,,
Black,1301100,1896,42697,"Baker County, Calhoun County, Decatur County, Early County, Grady County, Miller County, Mitchell County, Seminole County, Terrell County",0.290976048,0.487854213,Georgia,,
Black,1301200,1372,33015,"Appling County, Evans County, Jeff Davis County, Montgomery County, Tattnall County, Telfair County, Toombs County, Wayne County, Wheeler County",0.14892,0.291964024,Georgia,,
Black,1301300,859,39539,"Bleckley County, Candler County, Dodge County, Emanuel County, Johnson County, Laurens County, Treutlen County, Wilcox County",0.132214874,0.390412241,Georgia,,
Black,1301400,2990,72575,Bibb County,0.301563293,0.648860097,Georgia,,
Black,1301500,2492,43683,"Houston County, Pulaski County",0.288693249,0.365756243,Georgia,,
Black,1301600,1064,45980,"Baldwin County, Crawford County, Jones County, Monroe County, Peach County, Putnam County, Twiggs County, Wilkinson County",0.191091955,0.386302143,Georgia,,
Black,1301700,3657,74705,"Chattahoochee County, Muscogee County",0.261232942,0.50966388,Georgia,,
Black,1301800,2191,60104,"Clay County, Crisp County, Dooly County, Harris County, Macon County, Marion County, Quitman County, Randolph County, Schley County, Stewart County, Sumter County, Talbot County, Taylor County, Webster County",0.299357831,0.512037635,Georgia,,
Black,1301900,556,36745,"Butts County, Lamar County, Pike County, Spalding County, Upson County",0.089576282,0.357587725,Georgia,,
Black,1302100,791,20802,Coweta County,0.079290293,0.205821827,Georgia,,
Black,1302200,1844,31814,"Heard County, Meriwether County, Troup County",0.303489149,0.417917907,Georgia,,
Black,1302300,767,20851,Carroll County,0.13348417,0.258954287,Georgia,,
Black,1302400,960,22343,Fayette County,0.114970058,0.251933783,Georgia,,
Black,1302500,524,20191,"Floyd County, Haralson County, Polk County",0.044759545,0.164174497,Georgia,,
Black,1302600,555,6473,"Catoosa County, Chattooga County, Dade County, Walker County",0.066403449,0.053963702,Georgia,,
Black,1302700,171,4385,Whitfield County,0.030063292,0.052865084,Georgia,,
Black,1302800,92,2648,"Fannin County, Gilmer County, Gordon County, Murray County, Pickens County",0.012571741,0.02188701,Georgia,,
Black,1302900,0,11928,Bartow County,0,0.150495842,Georgia,,
Black,1303000,8635,170635,Cobb County,0.181800961,0.320624352,Georgia,,
Black,1303100,110,15719,Cherokee County,0.008227374,0.086503118,Georgia,,
Black,1303200,186,1463,"Dawson County, Lumpkin County, Rabun County, Towns County, Union County, White County",0.034009874,0.018943662,Georgia,,
Black,1303300,139,9013,Forsyth County,0.009478997,0.04923334,Georgia,,
Black,1303400,361,15300,Hall County,0.031525631,0.100052312,Georgia,,
Black,1303500,339,12464,"Banks County, Franklin County, Habersham County, Hart County, Stephens County",0.057186235,0.129147232,Georgia,,
Black,1303600,761,27247,Clarke County,0.131660894,0.443653822,Georgia,,
Black,1303700,60,15347,"Elbert County, Greene County, Madison County, Oconee County, Oglethorpe County",0.012160519,0.198502213,Georgia,,
Black,1303800,48,12893,"Barrow County, Jackson County",0.008548531,0.12139044,Georgia,,
Black,1303900,216,23172,"Jasper County, Morgan County, Walton County",0.023417173,0.254634559,Georgia,,
Black,1304000,10978,90298,Richmond County,0.261605173,0.663458288,Georgia,,
Black,1304007,5660,224070,Gwinnett County,0.18981187,0.308695465,Georgia,,
Black,1304100,314,24713,Columbia County,0.053076401,0.227404892,Georgia,,
Black,1304200,1599,52358,"Burke County, Glascock County, Hancock County, Jefferson County, Jenkins County, Lincoln County, McDuffie County, Taliaferro County, Warren County, Washington County, Wilkes County",0.322769493,0.581710339,Georgia,,
Black,1304300,3933,82111,"Newton County, Rockdale County",0.362956822,0.527495444,Georgia,,
Black,1304400,2447,60221,Douglas County,0.279593229,0.515745282,Georgia,,
Black,1304500,500,30869,Paulding County,0.058644146,0.237315103,Georgia,,
Black,1305000,9547,155774,Clayton County,0.736594379,0.690606952,Georgia,,
Black,1306000,4869,85363,Henry County,0.378321677,0.457021862,Georgia,,
Black,1500100,0,2614,"Kalawao County, Kauai County, Maui County",0,0.018355194,Hawaii,,
Black,1500200,0,2785,Hawaii County,0,0.023047004,Hawaii,,
Black,1500300,1064,30544,Honolulu County,0.018849207,0.051760368,Hawaii,,
Black,1600190,0,1900,"Benewah County, Bonner County, Boundary County, Kootenai County, Latah County, Shoshone County",0,0.011358202,Idaho,,
Black,1600300,0,919,"Adams County, Boise County, Butte County, Clark County, Clearwater County, Custer County, Idaho County, Lemhi County, Lewis County, Nez Perce County, Valley County",0,0.014698591,Idaho,,
Black,1600490,0,13921,"Ada County, Canyon County, Gem County, Owyhee County, Payette County, Washington County",0,0.025605325,Idaho,,
Black,1600900,0,934,"Cassia County, Twin Falls County",0,0.011108601,Idaho,,
Black,1601000,0,825,"Blaine County, Camas County, Elmore County, Gooding County, Jerome County, Lincoln County, Minidoka County",0,0.009259467,Idaho,,
Black,1601190,0,1938,"Bannock County, Bear Lake County, Bingham County, Caribou County, Franklin County, Fremont County, Jefferson County, Madison County, Oneida County, Power County, Teton County",0,0.009161301,Idaho,,
Black,1601200,0,1652,Bonneville County,0,0.016899219,Idaho,,
Black,1700104,0,2171,"Carroll County, Jo Daviess County, Lee County, Whiteside County",0,0.026552677,Illinois,,
Black,1700105,392,15693,Rock Island County,0.046123073,0.162662223,Illinois,,
Black,1700202,140,3897,"Fulton County, Hancock County, Henderson County, Henry County, McDonough County, Mercer County, Warren County",0.017348204,0.036702864,Illinois,,
Black,1700300,401,6484,"Adams County, Brown County, Mason County, Pike County, Schuyler County",0.049136136,0.086466014,Illinois,,
Black,1700401,0,4157,"Calhoun County, Cass County, Greene County, Jersey County, Macoupin County, Morgan County, Scott County",0,0.044705655,Illinois,,
Black,1700501,30,4263,"Bond County, Clinton County, Effingham County, Fayette County, Montgomery County",0.004363002,0.046619717,Illinois,,
Black,1700600,0,1360,"Coles County, Cumberland County, Douglas County, Edgar County",0,0.021740869,Illinois,,
Black,1700700,27,1345,"Clark County, Clay County, Crawford County, Jasper County, Lawrence County, Richland County, Wayne County",0.00534336,0.019378727,Illinois,,
Black,1700800,222,7056,"Alexander County, Edwards County, Gallatin County, Hamilton County, Hardin County, Johnson County, Massac County, Pope County, Pulaski County, Saline County, Union County, Wabash County, White County",0.036895461,0.080874771,Illinois,,
Black,1700900,216,11867,"Franklin County, Jackson County, Perry County, Williamson County",0.020027816,0.108923525,Illinois,,
Black,1701001,210,7583,"Jefferson County, Marion County, Monroe County, Randolph County, Washington County",0.019933555,0.072671689,Illinois,,
Black,1701100,943,72502,St. Clair County,0.068641722,0.394781411,Illinois,,
Black,1701200,279,23296,Madison County,0.023000825,0.13575758,Illinois,,
Black,1701300,844,30497,Sangamon County,0.068573289,0.222877517,Illinois,,
Black,1701500,71,18513,Macon County,0.011372738,0.27400282,Illinois,,
Black,1701602,0,2562,"Christian County, De Witt County, Logan County, Menard County, Moultrie County, Piatt County, Shelby County",0,0.026782634,Illinois,,
Black,1701701,341,35828,Peoria County,0.024039479,0.29224205,Illinois,,
Black,1701900,0,3300,Tazewell County,0,0.035110865,Illinois,,
Black,1702000,479,14799,McLean County,0.041360851,0.131368011,Illinois,,
Black,1702100,216,29223,Champaign County,0.020731356,0.248087749,Illinois,,
Black,1702200,111,13582,"Ford County, Iroquois County, Livingston County, Vermilion County",0.011818569,0.125635952,Illinois,,
Black,1702300,147,17404,Kankakee County,0.020698395,0.217343524,Illinois,,
Black,1702400,0,2840,LaSalle County,0,0.037667282,Illinois,,
Black,1702501,0,5732,"Bureau County, Knox County, Marshall County, Putnam County, Stark County, Woodford County",0,0.057584312,Illinois,,
Black,1702601,420,6533,DeKalb County,0.078534029,0.096492134,Illinois,,
Black,1702700,83,6517,"Ogle County, Stephenson County",0.013406558,0.094464332,Illinois,,
Black,1702890,320,43595,"Boone County, Winnebago County",0.017599825,0.171290606,Illinois,,
Black,1703000,733,30432,Kane County,0.01971172,0.068882629,Illinois,,
Black,1703100,2057,76385,Will County,0.049612891,0.134156108,Illinois,,
Black,1703200,1756,45985,DuPage County,0.023269681,0.069486521,Illinois,,
Black,1703300,1346,48871,Lake County,0.025028823,0.087527066,Illinois,,
Black,1703400,50315,970046,Cook County,0.153133735,0.280977041,Illinois,Chicago,Chicago
Black,1703600,0,5951,McHenry County,0,0.024029881,Illinois,,
Black,1703700,545,12515,"Grundy County, Kendall County",0.034996469,0.085011721,Illinois,,
Black,1800100,2923,111526,Lake County,0.111855194,0.308635354,Indiana,,
Black,1800200,0,6464,Porter County,0,0.054973934,Indiana,,
Black,1800300,79,13939,LaPorte County,0.016145514,0.18830888,Indiana,,
Black,1800400,334,38428,St. Joseph County,0.026944175,0.207893103,Indiana,,
Black,1800500,158,14531,Elkhart County,0.014063195,0.089596875,Indiana,,
Black,1800600,0,1447,"DeKalb County, LaGrange County, Noble County, Steuben County",0,0.01177064,Indiana,,
Black,1800700,0,1663,"Fulton County, Jasper County, Newton County, Pulaski County, Starke County",0,0.022526855,Indiana,,
Black,1800800,0,3246,"Kosciusko County, Marshall County",0,0.036672581,Indiana,,
Black,1800900,0,2403,"Adams County, Huntington County, Wells County, Whitley County",0,0.024403866,Indiana,,
Black,1801000,430,48666,Allen County,0.021649381,0.176728845,Indiana,,
Black,1801100,0,1341,"Benton County, Carroll County, Clinton County, Montgomery County, White County",0,0.014957002,Indiana,,
Black,1801200,0,11011,Tippecanoe County,0,0.103780434,Indiana,,
Black,1801300,494,9434,"Cass County, Howard County, Tipton County",0.067754768,0.09781234,Indiana,,
Black,1801400,279,10549,"Grant County, Miami County, Wabash County",0.04399243,0.1142755,Indiana,,
Black,1801500,0,1590,"Blackford County, Henry County, Jay County, Randolph County",0,0.0212618,Indiana,,
Black,1801600,0,1068,"Clay County, Fountain County, Parke County, Sullivan County, Vermillion County, Warren County",0,0.01492016,Indiana,,
Black,1801700,0,7981,Vigo County,0,0.122650646,Indiana,,
Black,1801800,157,15597,"Boone County, Hamilton County",0.008260115,0.051363874,Indiana,,
Black,1801900,76,12588,Madison County,0.011652867,0.139514774,Indiana,,
Black,1802000,174,7549,Delaware County,0.040673211,0.11808043,Indiana,,
Black,1802100,0,2501,"Brown County, Morgan County, Putnam County",0,0.02995676,Indiana,,
Black,1802200,0,12476,Hendricks County,0,0.103579968,Indiana,,
Black,1802300,6282,242578,Marion County,0.103817552,0.373217583,Indiana,,
Black,1802400,0,4221,Johnson County,0,0.038135249,Indiana,,
Black,1802500,0,2237,"Hancock County, Shelby County",0,0.02645584,Indiana,,
